the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000FAE3D7BE89F854C0FA0A35B780BB4140,10118,0101000020110F0000C676084680CF61C18DD949D628205041,9431,>1m <=5m,ATBI DATABASE,,1446828766000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238345,3928418,35.464859,-83.883403,Lake Cheoah-Little Tennessee River,Little Tennessee River,1426.533081,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446828766000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000007921B53A6DE054C0E46B4A17BAD64140,10634,0101000020110F000057CC22F405BB61C1D35F14E2953C5041,9917,>1m <=5m,ATBI DATABASE,,1446829035000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273141,3951080,35.677547,-83.506663,West Prong Little Pigeon River Upper,Twomile Branch,2401.033936,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829035000,GRSM,UNR,,6,,,Two Mile Lead Concession Horse Trail,Twin Creeks Research Lab Access,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,831945600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000092C175B882E154C086F61B41F8D54140,10630,0101000020110F0000DD7A85A0F1BB61C1D8624C3ACB3B5041,9912,>1m <=5m,ATBI DATABASE,,1446829032000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271591,3950463,35.671632,-83.523599,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1637.876953,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829032000,GRSM,UNR,,6,,,Old Sugarlands Trail,Newfound Gap Road North,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000D6E06738CE154C092E4383E7AD44140,10628,0101000020110F0000FF57C2E3F9BB61C1243069E13B3A5041,9910,>1m <=5m,ATBI DATABASE,,1446829031000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271504,3949171,35.659974,-83.524193,West Prong Little Pigeon River Upper,,2368.248535,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829031000,GRSM,UNR,,7,,,Riverview Quiet Walkway,Newfound Gap Road North,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,895536000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000EDF3481E10E354C0A6CCFA9222D24140,10618,0101000020110F0000DF47172343BD61C1FE36A31DC9375041,9903,>1m <=5m,ATBI DATABASE,,1446829027000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269309,3947196,35.641673,-83.547855,Little River-Goshen Prong,,2770.882812,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829027000,GRSM,UNR,,10,,,Huskey Gap Trail,Newfound Gap Road North,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832982400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000003F48AC4B01E354C09F9F50F9DED14140,10619,0101000020110F00005F66538C36BD61C1EFE1537882375041,9904,>1m <=5m,ATBI DATABASE,,1446829028000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269385,3946965,35.63961,-83.54695,Little River-Goshen Prong,Sugar Orchard Branch,2686.123779,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829028000,GRSM,UNR,,6,,,Huskey Gap Trail,Newfound Gap Road North,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033171200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000B5FF55685CE354C0ACF06D55ADD14140,10615,0101000020110F0000F227F8ED83BD61C1A91D3B984E375041,9901,>1m <=5m,ATBI DATABASE,,1446829026000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,268877,3946810,35.638095,-83.552511,Little River-Goshen Prong,Huskey Branch,2606.437744,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829026000,GRSM,UNR,,6,,,Cucumber Gap Trail,Little River Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833068800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004AAEDA4945E354C04A568F45A4D14140,10617,0101000020110F0000C6A6664B70BD61C148EAED1F45375041,9902,>1m <=5m,ATBI DATABASE,,1446829026000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269004,3946776,35.637819,-83.5511,Little River-Goshen Prong,Little River,2584.1875,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829026000,GRSM,UNR,,7,,,Cucumber Gap Trail,Little River Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,993254400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000EADAB6A6FBE354C0ED3C193FF4D14140,10407,0101000020110F00005D07DE2C0BBE61C181C066B398375041,9898,>1m <=5m,ATBI DATABASE,,1446829024000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,268003,3947073,35.640259,-83.56223,Little River-Goshen Prong,,2816.766113,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829024000,GRSM,UNR,,6,,,Cucumber Gap Trail,Little River Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833068800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000FE645465D4E354C0AC2294B2DDD14140,10613,0101000020110F000079FAEBD5E9BD61C1443DE02281375041,9899,>1m <=5m,ATBI DATABASE,,1446829025000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,268218,3946991,35.639571,-83.559835,Little River-Goshen Prong,,2734.0979,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829025000,GRSM,UNR,,6,,,Cucumber Gap Trail,Little River Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,993254400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000A3D1E519D0E354C0CB929650D5D14140,10614,0101000020110F0000D6842C30E6BD61C14D373D6078375041,9900,>1m <=5m,ATBI DATABASE,,1446829025000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,268241,3946962,35.639315,-83.559572,Little River-Goshen Prong,,2735.449463,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829025000,GRSM,UNR,,7,,,Cucumber Gap Trail,Little River Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833068800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000811305EB19E254C0D9A97A785DCF4140,10620,0101000020110F0000F5CC030A72BC61C102212828E4345041,9905,>1m <=5m,ATBI DATABASE,,1446829028000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270608,3944760,35.620033,-83.532828,Little River-Goshen Prong,Lost Creek,2987.385498,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829028000,GRSM,UNR,,5,,,Little River Trail,Newfound Gap Road North,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969580800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007A35A84C3DE754C049ADF51A02CF4140,10553,0101000020110F00000B5F6531CFC061C1C4E1A1B384345041,9840,>1m <=5m,ATBI DATABASE,,1446828988000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263327,3944641,35.617245,-83.613112,Little River-Crooked Creek,,3824.284912,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446828988000,GRSM,UNR,,7,,,Panther Creek Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000AAA98D338BE654C0D117E25B0FCE4140,10568,0101000020110F00007D9F28EF37C061C1E541EE1A87335041,9854,>1m <=5m,ATBI DATABASE,,1446828996000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264290,3943793,35.609837,-83.602242,Little River-Crooked Creek,,4676.244629,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446828996000,GRSM,UNR,,4,,,Miry Ridge Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F997FDEACCE654C042B67DA656CE4140,10560,0101000020110F000069284FBF6FC061C1AAC9AA94D1335041,9847,>1m <=5m,ATBI DATABASE,,1446828992000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263933,3944044,35.612012,-83.606253,Little River-Crooked Creek,,4546.700195,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446828992000,GRSM,UNR,,6,,,Miry Ridge Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000AF1D57E6F7E654C08BF4420453CE4140,10556,0101000020110F00000623754094C061C1C3CEE0C8CD335041,9843,>1m <=5m,ATBI DATABASE,,1446828990000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263695,3944038,35.611902,-83.608877,Little River-Crooked Creek,,4446.691406,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446828990000,GRSM,UNR,,6,,,Miry Ridge Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002DC27D124FE754C02B37F7B580CC4140,10406,0101000020110F0000FE529249DEC061C15C2786B0E6315041,9837,>1m <=5m,ATBI DATABASE,,1446828986000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263171,3942472,35.597671,-83.614197,Little River-Crooked Creek,,3471.570557,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446828986000,GRSM,UNR,,6,,,Lynn Camp Prong Trail,Upper Tremont Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999043200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F56E528212E654C0B530F172D1CC4140,10576,0101000020110F00004760216ED1BF61C1C4A765053B325041,9863,>1m <=5m,ATBI DATABASE,,1446829002000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264929,3942699,35.600135,-83.594876,Little River-Crooked Creek,Lynn Camp Prong,4147.150391,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829002000,GRSM,UNR,,7,,,Lynn Camp Prong Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896832000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000E57E61DB3DE654C0562F515A8BCC4140,10573,0101000020110F0000CAADDD3EF6BF61C1487D16CEF1315041,9860,>1m <=5m,ATBI DATABASE,,1446829000000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264683,3942468,35.597996,-83.597521,Little River-Crooked Creek,,4015.136963,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829000000,GRSM,UNR,,6,,,Lynn Camp Prong Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896832000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F5BDD26E9EE554C095B27BE8FECC4140,10592,0101000020110F00000977BFD86EBF61C1CD3A2C816A325041,9879,>1m <=5m,ATBI DATABASE,,1446829012000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265575,3942836,35.601522,-83.587791,Little River-Crooked Creek,,4456.375488,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829012000,GRSM,UNR,,9,,,Miry Ridge Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896832000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000A15BD141B2E554C096B95D95EFCC4140,10591,0101000020110F0000FE41F1AE7FBF61C152A9547F5A325041,9878,>1m <=5m,ATBI DATABASE,,1446829011000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265464,3942787,35.601055,-83.589001,Little River-Crooked Creek,Lynn Camp Prong,4318.674316,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829011000,GRSM,UNR,,6,,,Lynn Camp Prong Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896832000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000082779478D0E554C0580F586CE5CC4140,10584,0101000020110F0000A40D145899BF61C196B47AE24F325041,9871,>1m <=5m,ATBI DATABASE,,1446829007000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265296,3942757,35.600745,-83.590845,Little River-Crooked Creek,Lynn Camp Prong,4260.866211,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829007000,GRSM,UNR,,6,,,Lynn Camp Prong Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896832000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000ADE234149CE554C0F327AB9B2BCD4140,10593,0101000020110F0000FE06F2D86CBF61C1CFB3243299325041,9880,>1m <=5m,ATBI DATABASE,,1446829013000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265592,3942987,35.602886,-83.587647,Little River-Crooked Creek,,4414.729492,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829013000,GRSM,UNR,,5,,,Lynn Camp Prong Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896832000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BB8E82F1DDE554C03C1740E4ECCD4140,10583,0101000020110F0000A97541C9A4BF61C1C7A1641963335041,9870,>1m <=5m,ATBI DATABASE,,1446829006000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265245,3943651,35.608785,-83.591667,Little River-Crooked Creek,,4532.859375,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829006000,GRSM,UNR,,6,,,Miry Ridge Trail,Elkmont Cemetery Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002AA2BC15BDE654C084927B1A2DCA4140,10559,0101000020110F00009D28E14C62C061C1CF6A79A7782F5041,9846,>1m <=5m,ATBI DATABASE,,1446828992000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263925,3940434,35.579495,-83.605287,Hazel Creek,Buckeye Gap Prong,4980.005371,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446828992000,GRSM,UNR,,10,,,Appalachian Trail,Upper Tremont Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898732800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004732464C52E754C0F566833596C94140,10549,0101000020110F000055C8E806E1C061C154B93716DB2E5041,9835,>1m <=5m,ATBI DATABASE,,1446828985000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263086,3939945,35.57489,-83.614394,Hazel Creek,,4830.817871,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446828985000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898732800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000008DF6276DC1E754C071EA844951C94140,10547,0101000020110F0000C4BB8D683FC161C1BCB9B91E932E5041,9833,>1m <=5m,ATBI DATABASE,,1446828984000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,262465,3939728,35.572786,-83.621177,Little River-Crooked Creek,,4782.884277,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446828984000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898732800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000005A050EC1E1E754C01D7F014823C94140,10546,0101000020110F00004CE846DD5AC161C13DEC2815632E5041,9832,>1m <=5m,ATBI DATABASE,,1446828983000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,262282,3939577,35.571382,-83.62315,Little River-Crooked Creek,Boomer Branch,4781.365234,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446828983000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898732800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000E97C9CEFDBE554C0ED9458631AC94140,10581,0101000020110F00005526CD14A3BF61C1C9EFFECB592E5041,9868,>1m <=5m,ATBI DATABASE,,1446829005000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265146,3939471,35.571111,-83.591545,Little River-Goshen Prong,,4989.925781,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829005000,GRSM,UNR,,7,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898819200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000009798435FF5E554C06B83FB574FC94140,10578,0101000020110F0000686D26AFB8BF61C13B093717912E5041,9865,>1m <=5m,ATBI DATABASE,,1446829003000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265010,3939654,35.572727,-83.593097,Little River-Goshen Prong,,4914.594238,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446829003000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Prunus_serotina_v_serotina,Prunus  serotina v. serotina,33010,Black Chokecherry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898819200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
