the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000000D58F6E072F554C087BA7EB73CBA4140,17867,0101000020110F00007D071897E0CC61C1C9610201D71E5041,17113,>1m <=5m,ATBI DATABASE,,1446833030000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242695,3927194,35.454971,-83.835133,Lake Cheoah-Little Tennessee River,,1757.798828,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833030000,GRSM,UNR,,10,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000007AD35ABC2BDC54C0D677EFC93FBB4140,17907,0101000020110F0000A5557CA568B761C1DE6F7622E51F5041,17194,>1m <=5m,ATBI DATABASE,,1446833071000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278570,3927113,35.462877,-83.440165,Deep Creek,,2009.523071,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833071000,GRSM,UNR,,6,,,Noland Divide Trail,West Deep Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1345161600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,NYBG Lichens
0101000020E6100000218DB7E645DD54C0DB6CACC4FCBD4140,17950,0101000020110F000006F7264A58B861C161BF3F2BC0225041,17193,>1m <=5m,ATBI DATABASE,,1446833071000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277066,3929525,35.48427,-83.457387,Fontana Lake-Tuckasegee River,Long Branch,3916.455811,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833071000,GRSM,UNR,,8,,,Noland Divide Trail,Deep Creek Falls And Trail Parking,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1345161600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,NYBG Lichens
0101000020E6100000777D818129C854C0AB8FC42194E14140,17960,0101000020110F00001C6BC1556AA661C135C140F7EF475041,17204,>1m <=5m,ATBI DATABASE,,1446833077000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307663,3959675,35.762326,-83.127529,Big Creek,,2523.720947,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446833077000,GRSM,UNR,,4,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1001721600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000005102E44987C954C0322A39BF92D04140,17959,0101000020110F0000FB68D46793A761C18C32644D27365041,17203,>1m <=5m,ATBI DATABASE,,1446833077000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305410,3944979,35.629471,-83.148878,Upper Cataloochee Creek,,4368.151855,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446833077000,GRSM,UNR,,7,,,Palmer Creek Trail,Balsam Mountain Road (closed Winter),Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000039F526BECEC354C07C90A9B8BAD34140,17964,0101000020110F0000F915FB90B7A261C1AFF878B073395041,17208,>1m <=5m,ATBI DATABASE,,1446833079000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313563,3947541,35.654129,-83.05949,Walters Lake-Pigeon River,,3771.227051,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446833079000,GRSM,UNR,,9,,,Lawson Jenkins-Kerr Cemetery Access,Old Cataloochee Turnpike,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929404800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002A20CFBC29C354C054E6587179D04140,17968,0101000020110F00001B14656D2BA261C1E00CA8DC0C365041,17212,>1m <=5m,ATBI DATABASE,,1446833081000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314416,3944701,35.628699,-83.049419,Lower Cataloochee Creek,,4163.686035,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446833081000,GRSM,UNR,,7,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1057968000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000D270F55CB9C354C0AAC0331B50CF4140,17967,0101000020110F0000588D9868A5A261C11F52AD31D6345041,17211,>1m <=5m,ATBI DATABASE,,1446833081000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313601,3943711,35.619625,-83.058185,Upper Cataloochee Creek,,4460.040039,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446833081000,GRSM,UNR,,8,,,Cataloochee Divide Trail,Cataloochee Entrance Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1057968000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000004E74CD4CBFC354C0A262852394CF4140,17965,0101000020110F000079546673AAA261C146F713461D355041,17209,>1m <=5m,ATBI DATABASE,,1446833080000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313573,3943942,35.621701,-83.058547,Lower Johnathans Creek,,4459.753906,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446833080000,GRSM,UNR,,8,,,Cataloochee Divide Trail,Cataloochee Entrance Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1057968000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000C420E6AEBFC354C0B5549123C0CF4140,17966,0101000020110F00001888B6C6AAA261C1F46EE53E4B355041,17210,>1m <=5m,ATBI DATABASE,,1446833080000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313574,3944091,35.623044,-83.05857,Upper Cataloochee Creek,,4449.070312,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446833080000,GRSM,UNR,,7,,,Cataloochee Divide Trail,Cataloochee Entrance Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1057968000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000001560EBF411C454C0896E95DE79CE4140,17963,0101000020110F00008492B1A6F0A261C19741A35FF6335041,17207,>1m <=5m,ATBI DATABASE,,1446833079000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313096,3942996,35.613087,-83.063592,Upper Cataloochee Creek,,4354.710449,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446833079000,GRSM,UNR,,7,,,Cataloochee Divide Trail,Cataloochee Entrance Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1057968000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000DD2DE75715C454C021C9815E05CE4140,17962,0101000020110F000070E90587F3A261C1512660AB7C335041,17206,>1m <=5m,ATBI DATABASE,,1446833078000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313069,3942602,35.609532,-83.063799,Upper Cataloochee Creek,,4288.330078,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446833078000,GRSM,UNR,,7,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1057968000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000004AEEB54226C454C0335CF3A3D4CD4140,17961,0101000020110F000023EB2DE501A361C1CCD403C449335041,17205,>1m <=5m,ATBI DATABASE,,1446833078000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312972,3942439,35.608045,-83.064831,Lower Johnathans Creek,,4322.729004,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446833078000,GRSM,UNR,,10,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1057968000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000009A5FB6656CD054C0CAEF83DF85CD4140,17958,0101000020110F0000BD0F50836EAD61C137630C7CF7325041,17202,>1m <=5m,ATBI DATABASE,,1446833076000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,295592,3942554,35.605641,-83.256612,Upper Raven Fork,Ramp Cove Branch,3870.062988,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446833076000,GRSM,UNR,,5,,,Enloe Creek Trail,Straight Fork Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E6757893F5D354C05DAAF700CFC64140,17954,0101000020110F00005C6C12486FB061C15535468DF42B5041,17198,>1m <=5m,ATBI DATABASE,,1446833073000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290450,3936851,35.553185,-83.31186,Lower Oconaluftee River,,2289.810059,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446833073000,GRSM,UNR,,6,,,Newton Bald Trail,Newfound Gap Road South,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000008771F56B84D354C0875878FCF6C54140,17956,0101000020110F00009B81F42D0FB061C1486CE50E132B5041,17200,>1m <=5m,ATBI DATABASE,,1446833075000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291059,3936105,35.546593,-83.304953,Lower Oconaluftee River,Oconaluftee River,2258.900391,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446833075000,GRSM,UNR,,7,,,Smokemont Stables Trail to Towstring Horse Trail,Newfound Gap Road South,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999216000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A3F08AF4C3D354C0896696EBCAC24140,17955,0101000020110F000067AC782345B061C12F82F088C3275041,17199,>1m <=5m,ATBI DATABASE,,1446833074000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290643,3933364,35.521811,-83.308831,Lower Oconaluftee River,,2093.524902,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446833074000,GRSM,UNR,,7,,,Floyd Cemetery Access Trail,Newfound Gap Road South,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1281916800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed,No,day,cert,Soil Myxos and Algae
0101000020E61000004DEC3AE4BED254C0F35B788EA3C24140,17957,0101000020110F0000B46EC46A67AF61C1C0D586759A275041,17201,>1m <=5m,ATBI DATABASE,,1446833075000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292085,3933197,35.520609,-83.292897,Lower Raven Fork,,2243.489502,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446833075000,GRSM,UNR,,10,,,Nations Cemetery Access,Oconaluftee Job Corps Center Access Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DE62970BA9D754C036AC36FAB6DF4140,17953,0101000020110F0000B015AAF793B361C104DD5199FC455041,17197,>1m <=5m,ATBI DATABASE,,1446833073000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285728,3958562,35.747765,-83.369689,Webb Creek,,1421.877686,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446833073000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834192000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000049507D99A8D954C0E6FCD48553DF4140,17952,0101000020110F00009E9A3F6E46B561C10509A88694455041,17196,>1m <=5m,ATBI DATABASE,,1446833072000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282896,3958294,35.74473,-83.400911,Little Pigeon River Middle,,1622.650635,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446833072000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901843200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FF40CBE35EDC54C07C74649198DD4140,17951,0101000020110F0000C43F721794B761C190E9DB0CC5435041,17195,>1m <=5m,ATBI DATABASE,,1446833072000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279026,3956889,35.731212,-83.443288,Dudley Creek,Duds Branch,1711.727783,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446833072000,GRSM,UNR,,9,,,Duds Branch Concession Horse Trail,Dudley Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897436800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000052C9E2F9CAE954C0AF5B5CA197D84140,17914,0101000020110F00006FAD5A5CFAC261C15D176C36893E5041,17156,>1m <=5m,ATBI DATABASE,,1446833054000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259937,3953045,35.692121,-83.65301,Little River-Goshen Prong,Indian Camp Branch,1982.808838,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833054000,GRSM,UNR,,8,,,Roundtop Trail,Wear Cove Gap Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1352592000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000877F060BEFEF54C03BFD339263D24140,17884,0101000020110F00000CED888431C861C19B18EC0A0D385041,17129,>1m <=5m,ATBI DATABASE,,1446833039000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251102,3947907,35.643657,-83.748961,Little River-Crooked Creek,,2056.258301,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833039000,GRSM,UNR,,8,,,Scott Mountain Trail,Laurel Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,996278400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000B9D2128EEDEE54C0D63349DB21D14140,17888,0101000020110F000072373FD556C761C13723A8D7BC365041,17133,>1m <=5m,ATBI DATABASE,,1446833041000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252495,3946778,35.633839,-83.733245,Little River-Crooked Creek,,1778.587402,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833041000,GRSM,UNR,,6,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000ABE66C13E4EE54C07C64A23128D14140,17890,0101000020110F00002F3E4BC84EC761C122BAF376C3365041,17135,>1m <=5m,ATBI DATABASE,,1446833042000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252548,3946798,35.634032,-83.732667,Little River-Crooked Creek,,1767.519165,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833042000,GRSM,UNR,,4,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833673600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007E54C837E9EE54C05E7544954CD14140,17889,0101000020110F0000B3C5462653C761C17BC5877DE9365041,17134,>1m <=5m,ATBI DATABASE,,1446833042000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252523,3946922,35.635143,-83.73298,Little River-Crooked Creek,,1845.824829,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833042000,GRSM,UNR,,4,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000011360C84DCEE54C07F9C5DBC74D14140,17891,0101000020110F000073B8935C48C761C1AB5D0F7313375041,17136,>1m <=5m,ATBI DATABASE,,1446833043000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252597,3947056,35.636368,-83.732205,Little River-Crooked Creek,,1769.722412,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833043000,GRSM,UNR,,6,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000035DD880D27EF54C069CFF51595D14140,17887,0101000020110F000082687DAA87C761C16ECC574135375041,17132,>1m <=5m,ATBI DATABASE,,1446833040000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252188,3947177,35.637355,-83.736754,Little River-Crooked Creek,,1826.217285,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833040000,GRSM,UNR,,5,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833673600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F946A7C03FEF54C0460F1805B0D14140,17886,0101000020110F00001A77B7A49CC761C13D6BDA6651375041,17131,>1m <=5m,ATBI DATABASE,,1446833040000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252054,3947272,35.638177,-83.738262,Little River-Crooked Creek,,1882.013916,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833040000,GRSM,UNR,,7,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833673600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000045BB3DADA7EE54C0749B490B7FD04140,17892,0101000020110F00003987417C1BC761C141BAF9B612365041,17137,>1m <=5m,ATBI DATABASE,,1446833043000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252866,3946216,35.62887,-83.72898,Little River-Crooked Creek,Spence Branch,1659.666016,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833043000,GRSM,UNR,,3,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000465BD760E8E354C033025E3126C04140,17935,0101000020110F00000F0287CEFABD61C10CE4987501255041,17176,>1m <=5m,ATBI DATABASE,,1446833063000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267708,3931638,35.501159,-83.561054,Forney Creek,,2376.715332,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833063000,GRSM,UNR,,7,,,Forney Creek Trail,Lakeview Drive East Parking #4,Valid,Quercus_falcata,Quercus  falcata,34371,Southern Red Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
