the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000C9EFAC5ED7FA54C01263437ED0BC4140,210573,0101000020110F0000DC5CAD0A75D161C19BB1E1FE86215041,210378,>1m <=5m,ATBI DATABASE,,1446937995000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235112,3929651,35.475106,-83.919391,Chilhowee Lake,Cooper Camp Branch,2025.034302,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937995000,GRSM,UNR,,9,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000859BDD71C2DC54C04C03CA9C6AD64140,211210,0101000020110F00006765C6A4E8B761C10ED86EC9423C5041,210988,>1m <=5m,ATBI DATABASE,,1446938329000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278321,3950680,35.675122,-83.449364,Roaring Fork,Roaring Fork,3751.605469,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938329000,GRSM,UNR,,4,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864950400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000039CBAE0C4EDD54C00AE4CD72BDD54140,211204,0101000020110F0000DE7BC3355FB861C13BA6D8BF8D3B5041,210982,>1m <=5m,ATBI DATABASE,,1446938325000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277535,3950113,35.669837,-83.457885,Roaring Fork,,4145.937988,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938325000,GRSM,UNR,,7,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903571200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009F583575CFDA54C0D456BFAEF3D54140,211237,0101000020110F0000EA3898DA40B661C1EC88BC72C63B5041,211015,>1m <=5m,ATBI DATABASE,,1446938344000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281068,3950209,35.671492,-83.418908,Porters Creek,Trillium Branch,4079.451416,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938344000,GRSM,UNR,,6,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000085366BB633DB54C0D66F67E5F2D54140,211228,0101000020110F000048DE100096B661C1ADB33DA0C53B5041,211007,>1m <=5m,ATBI DATABASE,,1446938340000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280514,3950220,35.671468,-83.425027,Porters Creek,Trillium Branch,4247.482422,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938340000,GRSM,UNR,,3,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000813E4D9D8FDB54C02336DE71D8D54140,211223,0101000020110F00006378740DE4B661C1D6FBF0F8A93B5041,211002,>1m <=5m,ATBI DATABASE,,1446938337000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280004,3950143,35.670661,-83.430637,Porters Creek,Trillium Branch,4532.071289,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938337000,GRSM,UNR,,7,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000006925AD8B0ADA54C073234A5A75D74140,211247,0101000020110F00007B62C39D99B561C121BBC0AD593D5041,211024,>1m <=5m,ATBI DATABASE,,1446938349000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282188,3951488,35.683262,-83.40689,Porters Creek,,2935.390869,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938349000,GRSM,UNR,,7,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000026B0F5A13DA54C02C0DE7E734D74140,211246,0101000020110F0000F6826918A1B561C1E1C3184B163D5041,211023,>1m <=5m,ATBI DATABASE,,1446938349000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282134,3951271,35.681295,-83.407427,Porters Creek,Cannon Creek,3047.893066,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938349000,GRSM,UNR,,5,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000041DEEF7343DA54C092D25582D1D64140,211245,0101000020110F00002F7097F2C9B561C1BE39225EAE3C5041,211022,>1m <=5m,ATBI DATABASE,,1446938348000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281860,3950941,35.678262,-83.410363,Porters Creek,Cannon Creek,3241.189941,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938348000,GRSM,UNR,,4,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BE5FAE40B2DA54C06E0ED94573D64140,211240,0101000020110F00008F16C70C28B661C1FFBA60D74B3C5041,211018,>1m <=5m,ATBI DATABASE,,1446938346000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281240,3950637,35.675386,-83.417126,Porters Creek,Trillium Branch,3584.630859,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938346000,GRSM,UNR,,4,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000DAC04972D7DA54C0BC7FC83C61D64140,211235,0101000020110F000030417BA347B661C1178639FC383C5041,211013,>1m <=5m,ATBI DATABASE,,1446938343000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281033,3950581,35.674836,-83.419396,Porters Creek,Trillium Branch,3661.259766,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938343000,GRSM,UNR,,5,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000080036CFFADA54C01AAEC4F21DD64140,211231,0101000020110F000082B521AC65B661C174CDACA2F23B5041,211010,>1m <=5m,ATBI DATABASE,,1446938341000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280832,3950358,35.672782,-83.421554,Porters Creek,Trillium Branch,3926.394043,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938341000,GRSM,UNR,,2,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000197E70D1D8DA54C06684F84608D64140,211234,0101000020110F00008BE2B6CD48B661C129ABA1FADB3B5041,211012,>1m <=5m,ATBI DATABASE,,1446938342000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281018,3950280,35.672121,-83.419479,Porters Creek,Trillium Branch,4001.370117,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938342000,GRSM,UNR,,7,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000009DA5349396D954C08458CAFAD9D74140,211251,0101000020110F00001AF2551F37B561C1D679B1E5C23D5041,211028,>1m <=5m,ATBI DATABASE,,1446938352000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282837,3951813,35.686333,-83.399811,Porters Creek,,2286.248535,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938352000,GRSM,UNR,,6,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000A5C27AD16ED954C082BFB884DED74140,211255,0101000020110F000092C5635B15B561C1F2D6AAA4C73D5041,211032,>1m <=5m,ATBI DATABASE,,1446938354000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283057,3951823,35.686471,-83.397385,Porters Creek,Porters Creek,2238.477051,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938354000,GRSM,UNR,,6,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000043E21E4BBFD854C08ED51FCEB4D44140,211262,0101000020110F00000DE69F4880B461C1E0EEAF18793A5041,211039,>1m <=5m,ATBI DATABASE,,1446938357000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283960,3949058,35.661761,-83.386672,Porters Creek,Porters Creek,3297.746582,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938357000,GRSM,UNR,,7,,,Porters Creek Trail,Porters Creek Scenic Loop,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,869702400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000DC09280B8D754C0E17F3A041FD34140,211277,0101000020110F000042925418A1B361C1CA9279F2D0385041,211054,>1m <=5m,ATBI DATABASE,,1446938367000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285379,3947649,35.649377,-83.370632,Porters Creek,Porters Creek,3988.93335,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938367000,GRSM,UNR,,7,,,Appalachian Trail,Nfg Pullout Parking At Mp 12.98,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1148688000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000009597A4E19DD354C09C1F201B65D04140,211337,0101000020110F000055236DCD24B061C1758AB89CF7355041,211114,>1m <=5m,ATBI DATABASE,,1446938406000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291130,3945148,35.628079,-83.306507,Bradley Fork,Taywa Creek,4986.789062,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938406000,GRSM,UNR,,6,,,Bradley Fork Trail,Newfound Gap Road South,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898214400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000C69E919697D354C01B6C8CCB28D04140,211338,0101000020110F00009BFC23751FB061C14C524A98B8355041,211115,>1m <=5m,ATBI DATABASE,,1446938407000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291160,3944943,35.626238,-83.306123,Bradley Fork,Taywa Creek,4831.829102,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938407000,GRSM,UNR,,5,,,Bradley Fork Trail,Newfound Gap Road South,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898214400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000022192B9751D654C0060AEEA709DA4140,211297,0101000020110F00005B9F6C4570B261C1106C6D2F0C405041,211073,>1m <=5m,ATBI DATABASE,,1446938379000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,287506,3953596,35.703413,-83.348726,Little Pigeon River Upper,Middle Prong Little Pigeon River,2393.19873,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938379000,GRSM,UNR,,3,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864432000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B11AE106FFD554C09437407022DA4140,211303,0101000020110F0000D50C5E262AB261C12B21D11A26405041,211079,>1m <=5m,ATBI DATABASE,,1446938384000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,287964,3953669,35.704169,-83.343687,Little Pigeon River Upper,Middle Prong Little Pigeon River,2468.542969,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938384000,GRSM,UNR,,8,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864432000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F669849ABBD554C053CB5FEC80DA4140,211307,0101000020110F000078EE22E3F0B161C172123CED88405041,211084,>1m <=5m,ATBI DATABASE,,1446938386000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288344,3953980,35.707053,-83.339571,Little Pigeon River Upper,Ramsey Branch,3013.345215,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938386000,GRSM,UNR,,7,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864432000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B60BC303E7D554C0A4B197298ADA4140,211305,0101000020110F0000875E9EC115B261C1164C129792405041,211082,>1m <=5m,ATBI DATABASE,,1446938385000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288105,3954017,35.707335,-83.342221,Little Pigeon River Upper,Middle Prong Little Pigeon River,2980.755859,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938385000,GRSM,UNR,,6,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933120000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000156281F1E4D554C05CE401D9A9DA4140,211306,0101000020110F00000C8945FF13B261C1F21B0EBBB3405041,211083,>1m <=5m,ATBI DATABASE,,1446938386000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288119,3954124,35.708301,-83.342095,Little Pigeon River Upper,Middle Prong Little Pigeon River,3085.324707,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938386000,GRSM,UNR,,8,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864432000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000526F6423B2D554C05438EE138EDB4140,211308,0101000020110F000074FA2CD9E8B161C12293A674A2415041,211085,>1m <=5m,ATBI DATABASE,,1446938387000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288418,3954890,35.715266,-83.338994,Little Pigeon River Upper,Ramsey Branch,3764.4729,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938387000,GRSM,UNR,,3,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864432000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000936B5E6384D454C0ACA54609B6DA4140,211323,0101000020110F00005AB26792E8B061C11162AB7AC0405041,211101,>1m <=5m,ATBI DATABASE,,1446938398000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,290067,3954119,35.708673,-83.320576,Little Pigeon River Upper,Ramsey Prong,3207.838379,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938398000,GRSM,UNR,,8,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004B153EBBD9D354C0DF18D169E2DA4140,211333,0101000020110F0000B7CE10A257B061C123993EE5EE405041,211111,>1m <=5m,ATBI DATABASE,,1446938405000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,291013,3954247,35.710028,-83.31016,Little Pigeon River Upper,,3687.178223,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938405000,GRSM,UNR,,4,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000064C3D5BFF3D154C0C3387D12DFDD4140,211345,0101000020110F0000D80C6BE3BAAE61C14464C6D00E445041,211122,>1m <=5m,ATBI DATABASE,,1446938412000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293757,3956773,35.733363,-83.280498,Cosby Creek,Dunn Creek,3362.24585,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938412000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,931219200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BD96D777E9D154C09FCA383908DE4140,211346,0101000020110F0000E0D71028B2AE61C182CD00DF39445041,211123,>1m <=5m,ATBI DATABASE,,1446938412000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293817,3956911,35.734619,-83.279871,Cosby Creek,Dunn Creek,3288.394775,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938412000,GRSM,UNR,,7,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834537600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B7F0032AD8D154C00109AEE51ADE4140,211347,0101000020110F0000B402D075A3AE61C16B06BC684D445041,211124,>1m <=5m,ATBI DATABASE,,1446938413000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293914,3956972,35.735189,-83.278815,Cosby Creek,Dunn Creek,3304.342285,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938413000,GRSM,UNR,,10,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834537600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
