the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000A1A4A23F61F954C08B407A6CC6BB4140,136516,0101000020110F000075CBE74C37D061C11FEAE98671205041,136093,>1m <=5m,ATBI DATABASE,,1446895633000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237158,3928689,35.466986,-83.896556,Lake Cheoah-Little Tennessee River,,1793.683472,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446895633000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000CD28F1146DFE54C0D26A39B176C74140,136494,0101000020110F0000EA6E6C7480D461C198CAF29BA32C5041,136074,>1m <=5m,ATBI DATABASE,,1446895622000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230307,3939034,35.558303,-83.975404,Abrams Creek Lower,Panther Creek,1151.061279,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895622000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003AB7B03E63FE54C01C03DF327CC74140,136497,0101000020110F00009CECAB1978D461C1E0AC965BA92C5041,136076,>1m <=5m,ATBI DATABASE,,1446895623000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230362,3939051,35.558471,-83.974803,Abrams Creek Lower,Panther Creek,1063.980347,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895623000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000015ABBD1D5BFE54C0646C36D068C74140,136499,0101000020110F00009812523271D461C14146B21E952C5041,136078,>1m <=5m,ATBI DATABASE,,1446895625000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230405,3938984,35.557879,-83.974307,Abrams Creek Lower,Panther Creek,1055.029419,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895625000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988761600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000371C12CE39FE54C0F772FCB05BC74140,136504,0101000020110F00004B85C4E754D461C1BFE6C46B872C5041,136083,>1m <=5m,ATBI DATABASE,,1446895627000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230588,3938934,35.557479,-83.972274,Abrams Creek Lower,Panther Creek,1173.215088,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895627000,GRSM,UNR,,2,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007A8B10E91AFF54C0CF86422CE4C64140,136478,0101000020110F0000EB44641614D561C1472F8DA60A2C5041,136060,>1m <=5m,ATBI DATABASE,,1446895613000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229330,3938567,35.553831,-83.986013,Abrams Creek Lower,,1090.296265,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895613000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020038400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000006354ED33FFF54C0EB335852DDC64140,136476,0101000020110F000096F57B7033D561C1A7ED9B7F032C5041,136058,>1m <=5m,ATBI DATABASE,,1446895612000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229125,3938550,35.553622,-83.988266,Abrams Creek Lower,Panther Creek,1228.977783,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895612000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020038400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000082B5FF3B21FF54C093869827E4C64140,136477,0101000020110F000042605A7519D561C1B3BEAEA10A2C5041,136059,>1m <=5m,ATBI DATABASE,,1446895612000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229295,3938568,35.553831,-83.986399,Abrams Creek Lower,,1175.994263,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895612000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020038400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000035A9D34701FF54C089477A02B5C64140,136480,0101000020110F0000F229EE51FED461C1F87B9E6AD92B5041,136061,>1m <=5m,ATBI DATABASE,,1446895614000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229467,3938403,35.552392,-83.984449,Abrams Creek Lower,,1125.78479,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895614000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000F2189CC380FF54C02E7F6E0A59C64140,136474,0101000020110F00000AD482976AD561C1DC686C69792B5041,136056,>1m <=5m,ATBI DATABASE,,1446895611000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228752,3938113,35.549585,-83.99223,Chilhowee Lake,Little Tennessee River,872.30072,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446895611000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1145664000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,by hand,No,day,cert,General
0101000020E6100000DEA8731791FF54C095698E95A0C64140,136473,0101000020110F0000C6C3737578D561C1F98E2B18C42B5041,136055,>1m <=5m,ATBI DATABASE,,1446895610000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228669,3938358,35.551769,-83.993227,Chilhowee Lake,Little Tennessee River,915.227051,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895610000,GRSM,UNR,,1,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1308700800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000A5E1B0A1ACFF54C052C6095D53C74140,136369,0101000020110F0000B8F738D98FD561C1C06117BA7E2C5041,136053,>1m <=5m,ATBI DATABASE,,1446895609000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228535,3938968,35.557225,-83.994907,Abrams Creek Lower,Abrams Creek,964.996094,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895609000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EF004AA1BEFF54C054DADA834FC74140,136472,0101000020110F0000BA0275229FD561C131F098B57A2C5041,136052,>1m <=5m,ATBI DATABASE,,1446895608000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228435,3938958,35.557107,-83.996006,Abrams Creek Lower,Abrams Creek,872.771667,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446895608000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000005CA71FD74FF54C0F3070C6406C74140,136475,0101000020110F0000B55C949760D561C120971D5F2E2C5041,136057,>1m <=5m,ATBI DATABASE,,1446895611000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228835,3938698,35.554876,-83.991511,Abrams Creek Lower,Panther Creek,964.237915,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895611000,GRSM,UNR,,2,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C33F0205B2FB54C024EB15BBA2CD4140,136511,0101000020110F0000632EB2BD2ED261C187691AA115335041,136088,>1m <=5m,ATBI DATABASE,,1446895631000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234335,3944268,35.606522,-83.932736,Abrams Creek Lower,Abrams Creek,1156.162476,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895631000,GRSM,UNR,,7,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000046CDDB01ACFB54C03A229D8982CD4140,136512,0101000020110F0000FFCA7EA229D261C11C831100F4325041,136089,>1m <=5m,ATBI DATABASE,,1446895631000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234365,3944158,35.605539,-83.932369,Abrams Creek Lower,Abrams Creek,1115.126343,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895631000,GRSM,UNR,,6,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000008D281167D9FB54C05EA9E7E452CE4140,136510,0101000020110F00001429643050D261C154E31EA8CD335041,136087,>1m <=5m,ATBI DATABASE,,1446895630000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234135,3944871,35.611898,-83.93514,Abrams Creek Lower,Abrams Creek,1116.942627,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895630000,GRSM,UNR,,8,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1277164800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,General
0101000020E6100000090EF02365FB54C05E7002EA05CF4140,136513,0101000020110F00006D618E72EDD161C164EA4FAE88345041,136090,>1m <=5m,ATBI DATABASE,,1446895631000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234796,3945458,35.617361,-83.928044,Abrams Creek Lower,Kingfisher Creek,1211.292603,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895631000,GRSM,UNR,,7,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1030492800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004F7EA4EB56FB54C084A21B8F09CF4140,136514,0101000020110F00008D33DA5EE1D161C15D2E2A7D8C345041,136091,>1m <=5m,ATBI DATABASE,,1446895632000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234875,3945468,35.617472,-83.927176,Abrams Creek Lower,Kingfisher Creek,1183.923828,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895632000,GRSM,UNR,,9,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A151D12309FB54C0C3DBFFD76BCF4140,136515,0101000020110F000035B3BB4F9FD161C1F3CE762CF3345041,136092,>1m <=5m,ATBI DATABASE,,1446895632000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235315,3945788,35.620472,-83.922429,Abrams Creek Lower,Kingfisher Creek,1237.488159,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895632000,GRSM,UNR,,6,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000063713FAD50F854C0D4D403FD3DD54140,136507,0101000020110F0000FB5819CE4FCF61C10BCE6680083B5041,136095,>1m <=5m,ATBI DATABASE,,1446895634000,DERV,BLOCKHOUSE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239314,3950720,35.665947,-83.87992,Little River-Hesse Creek,,1393.000977,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446895634000,GRSM,UNR,,6,,,Cane Creek Trail,Foothills Parkway Southwest Parking # 10,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178409600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000430E6DA7BDF354C0765D319098D14140,136530,0101000020110F0000A9B34D416DCB61C1C3EBA4E338375041,136106,>1m <=5m,ATBI DATABASE,,1446895640000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245695,3947372,35.637462,-83.808446,Little River-Hesse Creek,Hesse Creek,1996.588135,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895640000,GRSM,UNR,,6,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,762220800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E6100000C54CAD1A0BF054C07C2632B51DD14140,136553,0101000020110F000069C69C5949C861C1703BD081B8365041,136126,>1m <=5m,ATBI DATABASE,,1446895651000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250916,3946808,35.633712,-83.750674,Little River-Crooked Creek,,1740.215454,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895651000,GRSM,UNR,,7,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000035ABB81D0CF054C0CCE8E1BA58D14140,136554,0101000020110F00004D709E354AC861C14CA0052FF6365041,136127,>1m <=5m,ATBI DATABASE,,1446895651000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250916,3947008,35.635513,-83.750735,Little River-Crooked Creek,,1714.252563,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895651000,GRSM,UNR,,6,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000427CD21C68F054C05AADC507B3D14140,136550,0101000020110F00003585935798C861C194283A8C54375041,136124,>1m <=5m,ATBI DATABASE,,1446895649000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250416,3947328,35.638269,-83.75635,Little River-Crooked Creek,,1772.85498,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895649000,GRSM,UNR,,7,,,Scott Mountain Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000F14FE87608F054C0925E4644C0D14140,136556,0101000020110F00000C61AE1B47C861C1FF664A6162375041,136129,>1m <=5m,ATBI DATABASE,,1446895652000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250946,3947358,35.638673,-83.750513,Little River-Crooked Creek,,1906.785522,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895652000,GRSM,UNR,,7,,,Scott Mountain Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000AFEAEE320AF054C021099D05D1D14140,136555,0101000020110F0000F3DBCA9448C861C12323C6E373375041,136128,>1m <=5m,ATBI DATABASE,,1446895652000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250938,3947415,35.639184,-83.750618,Little River-Crooked Creek,,1978.27417,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895652000,GRSM,UNR,,7,,,Scott Mountain Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,966211200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001B2B6E3263F054C0BBD129CAD0D14140,136552,0101000020110F00007DDAD22A94C861C16090A5A573375041,136125,>1m <=5m,ATBI DATABASE,,1446895650000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250446,3947428,35.639177,-83.75605,Little River-Crooked Creek,,1857.475708,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895650000,GRSM,UNR,,5,,,Scott Mountain Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B3F5257E99F054C0B74BDDCDC7D14140,136546,0101000020110F0000D6C3DB47C2C861C11DA3C3416A375041,136120,>1m <=5m,ATBI DATABASE,,1446895647000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250145,3947406,35.638903,-83.759364,Little River-Crooked Creek,,2080.235107,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895647000,GRSM,UNR,,7,,,Scott Mountain Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000466FFBF595F054C04117E952D7D14140,136547,0101000020110F0000282CF347BFC861C1DC44B9797A375041,136121,>1m <=5m,ATBI DATABASE,,1446895648000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250166,3947458,35.639377,-83.759149,Little River-Crooked Creek,,2057.124756,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895648000,GRSM,UNR,,10,,,Scott Mountain Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
