the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000B3E63C6D11FB54C03CA28D264EBD4140,203403,0101000020110F0000D5C17459A6D161C1E2FFD70B0A225041,203241,>1m <=5m,ATBI DATABASE,,1446933998000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234803,3930086,35.478941,-83.922934,Chilhowee Lake,,2026.297974,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446933998000,GRSM,UNR,,7,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000AEA8DD1C1FD754C063F93B674DCB4140,205251,0101000020110F0000BD0E41D21EB361C1261A8ABAA5305041,205019,>1m <=5m,ATBI DATABASE,,1446934980000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286064,3940852,35.588293,-83.36127,Upper Oconaluftee River,Kephart Prong,2808.667236,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934980000,GRSM,UNR,,6,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,995068800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000004380399E02D754C0D122520821CB4140,205253,0101000020110F000078BCE99E06B361C120E0C16377305041,205021,>1m <=5m,ATBI DATABASE,,1446934982000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286218,3940698,35.586939,-83.359531,Upper Oconaluftee River,Smith Branch,2755.766846,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934982000,GRSM,UNR,,5,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,995068800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000007988BB8407D754C0091E3F5122CB4140,205252,0101000020110F0000E2F45DC80AB361C1A55F45BB78305041,205020,>1m <=5m,ATBI DATABASE,,1446934981000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286191,3940703,35.586978,-83.35983,Upper Oconaluftee River,Oconaluftee River,2753.800293,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934981000,GRSM,UNR,,7,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007541E0887BD754C0EC4BD5CED4CA4140,205233,0101000020110F00006B4BB5506DB361C1043A24C927305041,205001,>1m <=5m,ATBI DATABASE,,1446934967000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285543,3940456,35.584613,-83.366911,Upper Oconaluftee River,Kanati Fork,3131.937744,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934967000,GRSM,UNR,,2,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833414400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000950046E164D754C0ABA6C2E4F5CA4140,205239,0101000020110F0000F3991A135AB361C1735982564A305041,205007,>1m <=5m,ATBI DATABASE,,1446934972000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285671,3940565,35.585622,-83.365528,Upper Oconaluftee River,,3028.799805,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934972000,GRSM,UNR,,2,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833414400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B332D5249CD754C0748F0783B4CA4140,205224,0101000020110F0000D469A10289B361C11ADDF60E06305041,204993,>1m <=5m,ATBI DATABASE,,1446934962000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285360,3940351,35.583627,-83.368901,Upper Oconaluftee River,,3265.79126,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934962000,GRSM,UNR,,5,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833414400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000955FE3E693D754C0394CDB8FB9CA4140,205227,0101000020110F00000E65A70282B361C1ADE512550B305041,204996,>1m <=5m,ATBI DATABASE,,1446934964000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285406,3940367,35.583781,-83.368398,Upper Oconaluftee River,,3259.304932,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934964000,GRSM,UNR,,6,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097107200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000007EB0335595D754C0AC49ABB293CA4140,205226,0101000020110F000042A6C33983B361C1751377CAE32F5041,204995,>1m <=5m,ATBI DATABASE,,1446934963000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285395,3940239,35.582626,-83.368486,Upper Oconaluftee River,,3279.627686,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934963000,GRSM,UNR,,9,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097107200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000002E584C9AB6D754C09DEA623D6FCA4140,205217,0101000020110F0000513A567B9FB361C1D2F5D7B7BD2F5041,204986,>1m <=5m,ATBI DATABASE,,1446934957000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285208,3940120,35.581513,-83.370516,Upper Oconaluftee River,,3463.147461,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934957000,GRSM,UNR,,6,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833414400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000001ADE8141DFD754C00C579AA36DCA4140,205205,0101000020110F0000B5C92E02C2B361C12251EA0BBC2F5041,204975,>1m <=5m,ATBI DATABASE,,1446934951000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284983,3940120,35.581464,-83.372997,Upper Oconaluftee River,,3739.403076,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934951000,GRSM,UNR,,1,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1314489600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand,No,day,cert,General
0101000020E610000049FE586FD1D754C02D67E26274CA4140,205210,0101000020110F000092FF3845B6B361C1E749AE17C32F5041,204980,>1m <=5m,ATBI DATABASE,,1446934954000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285060,3940141,35.58167,-83.372154,Upper Oconaluftee River,,3643.377441,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934954000,GRSM,UNR,,7,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833414400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000953B789591D554C0967031DE4DC84140,205273,0101000020110F0000CC2C2C33CDB161C1CC05BC41842D5041,205040,>1m <=5m,ATBI DATABASE,,1446934992000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288201,3938201,35.564869,-83.337007,Upper Oconaluftee River,Collins Creek,2772.679199,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934992000,GRSM,UNR,,6,,,Smokemont Loop Trail,Collins Creek Picnic Area Lower Loops,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1063929600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,scraping, ,day,cert,ATBI Lichens
0101000020E610000039A3C077A5D554C09370F155CAC84140,205270,0101000020110F000030F35916DEB161C19DCB4336062E5041,205037,>1m <=5m,ATBI DATABASE,,1446934990000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288101,3938625,35.568668,-83.33822,Upper Oconaluftee River,Collins Creek,2490.149414,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446934990000,GRSM,UNR,,6,,,Smokemont Loop Trail,Collins Creek Picnic Area Upper Loop,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000D25D9D59EED454C06B438B8DF5C94140,205300,0101000020110F0000D0F5BB9042B161C1C3B85FA53E2F5041,205067,>1m <=5m,ATBI DATABASE,,1446935008000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289138,3939614,35.577799,-83.327044,Bradley Fork,,2883.822998,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935008000,GRSM,UNR,,2,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897868800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000001B53452BD6D454C08378EC8DF8C94140,205305,0101000020110F0000ACEF45072EB161C13D7DBDC7412F5041,205072,>1m <=5m,ATBI DATABASE,,1446935012000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289272,3939621,35.577891,-83.325568,Bradley Fork,,2726.510986,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935012000,GRSM,UNR,,5,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897868800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000296E002916D454C0FA4BE1FADDC94140,205343,0101000020110F0000617789F48AB061C1D7E0D107262F5041,205109,>1m <=5m,ATBI DATABASE,,1446935037000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290332,3939506,35.57708,-83.313849,Bradley Fork,Bradley Fork,2366.119629,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935037000,GRSM,UNR,,6,,,Bradley Fork Trail,Smokemont Campground Road Da,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000007F293BB152D454C07C9D2F5118C84140,205326,0101000020110F0000904F7D5DBEB061C19578D2584C2D5041,205093,>1m <=5m,ATBI DATABASE,,1446935026000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289961,3937978,35.563235,-83.317543,Upper Oconaluftee River,,2751.506348,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935026000,GRSM,UNR,,5,,,Smokemont Loop Trail,Smokemont Campground Road G,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000289AB9B35BD454C00B077E386EC84140,205323,0101000020110F0000293F6504C6B061C119460609A62D5041,205090,>1m <=5m,ATBI DATABASE,,1446935024000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289918,3938270,35.565857,-83.318093,Upper Oconaluftee River,,2875.979492,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935024000,GRSM,UNR,,6,,,Smokemont Loop Trail,Smokemont Campground Road G,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000000EB07AB352D454C094FB261F4BC84140,205328,0101000020110F0000D91A665FBEB061C1A963B763812D5041,205095,>1m <=5m,ATBI DATABASE,,1446935028000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289965,3938150,35.564786,-83.317544,Upper Oconaluftee River,,2809.206055,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935028000,GRSM,UNR,,9,,,Smokemont Loop Trail,Smokemont Campground Road G,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000001EE2457D57D454C0099E0DBC44C84140,205325,0101000020110F0000EB417770C2B061C1E22793B87A2D5041,205092,>1m <=5m,ATBI DATABASE,,1446935026000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289938,3938129,35.564591,-83.317836,Upper Oconaluftee River,,2765.521973,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935026000,GRSM,UNR,,2,,,Smokemont Loop Trail,Smokemont Campground Road G,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000009B7867EABED354C00BCBD7192AC84140,205361,0101000020110F00002B9DC1DB40B061C13DC1FFE95E2D5041,205125,>1m <=5m,ATBI DATABASE,,1446935049000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290780,3938019,35.563778,-83.308524,Bradley Fork,Bradley Fork,2321.546875,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935049000,GRSM,UNR,,6,,,Smokemont Stables Trail to Towstring Horse Trail,Bradly Fork Trail Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000D59B93A2CBD354C03F3CFE2461C84140,205359,0101000020110F00009E7C39A94BB061C1F704FE61982D5041,205124,>1m <=5m,ATBI DATABASE,,1446935048000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290714,3938207,35.565458,-83.3093,Bradley Fork,Bradley Fork,2286.790527,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935048000,GRSM,UNR,,7,,,Bradley Fork Trail,Bradly Fork Trail Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E610000062624C2A15D354C07377543702C84140,205403,0101000020110F0000FAD378B0B0AF61C1AB1ED045352D5041,205165,>1m <=5m,ATBI DATABASE,,1446935074000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291716,3937862,35.562561,-83.298163,Lower Oconaluftee River,,3558.699707,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446935074000,GRSM,UNR,,6,,,Carver Cemeter Access,Bradley Fork Trailhead Parking,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002A960034FED354C0FA32D7BD23C74140,205345,0101000020110F0000D756C79B76B061C184E30C034D2C5041,205111,>1m <=5m,ATBI DATABASE,,1446935038000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290409,3937139,35.555771,-83.312386,Upper Oconaluftee River,Bradley Fork,2199.975586,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935038000,GRSM,UNR,,7,,,Smokemont Loop Trail,Smokemont Campground Road Ba,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000BBF1194935D354C0AD6A85CD66C74140,205397,0101000020110F0000A7E319F8CBAF61C1499E5F05932C5041,205159,>1m <=5m,ATBI DATABASE,,1446935071000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291526,3937340,35.557818,-83.300123,Lower Oconaluftee River,,3355.068359,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446935071000,GRSM,UNR,,10,,,Tow String Horse Trail,Smokemont Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000006189217B35D354C0DD4679A902C74140,205395,0101000020110F0000AA619722CCAF61C128479B7A2A2C5041,205157,>1m <=5m,ATBI DATABASE,,1446935070000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291517,3937001,35.554762,-83.300135,Lower Oconaluftee River,,3075.286133,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446935070000,GRSM,UNR,,7,,,Tow String Horse Trail,Smokemont Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000AD9E15A914D354C083F38B0DFBC64140,205402,0101000020110F0000E005BB42B0AF61C1F3D01B89222C5041,205164,>1m <=5m,ATBI DATABASE,,1446935074000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291698,3936971,35.55453,-83.298132,Lower Oconaluftee River,,3208.22583,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446935074000,GRSM,UNR,,1,,,Tow String Horse Trail,Smokemont Horse Stable Parking,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000111E05393CD354C00C9DA9A0BAC64140,205391,0101000020110F00004AAF63DCD1AF61C1F510F147DF2B5041,205154,>1m <=5m,ATBI DATABASE,,1446935068000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291474,3936758,35.552564,-83.300547,Lower Oconaluftee River,,2881.085449,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935068000,GRSM,UNR,,4,,,Tow String Horse Trail,Smokemont Horse Stable Parking,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000008E3DC2037FD354C0CD7A30B7A8C64140,205376,0101000020110F00005F855A960AB061C1B04C2C95CC2B5041,205140,>1m <=5m,ATBI DATABASE,,1446935058000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291103,3936706,35.552017,-83.304623,Lower Oconaluftee River,,2446.970459,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446935058000,GRSM,UNR,,9,,,Tow String Horse Trail,Smokemont Horse Stable Parking,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
