the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000DDCE000F33F854C0BB1500F2C4BB4140,235577,0101000020110F000042097FA636CF61C1C9D53DFC6F205041,235564,>1m <=5m,ATBI DATABASE,,1446952305000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238832,3928635,35.466941,-83.878112,Lake Cheoah-Little Tennessee River,Twentymile Creek,1302.176514,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446952305000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191974400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000001FD5130ACFD354C06207050DCCC64140,235691,0101000020110F000063F9638D4EB061C1F9122278F12B5041,235677,>1m <=5m,ATBI DATABASE,,1446952377000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290663,3936836,35.553095,-83.309508,Lower Oconaluftee River,Oconaluftee River,2176.303223,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952377000,GRSM,UNR,,4,,,Newton Bald Trail,Smokemont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1315008000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,Dip sample/ scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E61000008D0AE1D347D354C021F9BF2DDCC04140,235697,0101000020110F0000237B8AB7DBAF61C1C3A8D751BF255041,235683,>1m <=5m,ATBI DATABASE,,1446952381000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291291,3931673,35.506712,-83.301255,Lower Oconaluftee River,,2004.625854,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952381000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1160956800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000004998E15361D354C0AA8730CAA8C14140,235696,0101000020110F00007675C65FF1AF61C14F79C7CC94265041,235682,>1m <=5m,ATBI DATABASE,,1446952381000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291166,3932369,35.512957,-83.302811,Lower Oconaluftee River,Oconaluftee River,2019.073242,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952381000,GRSM,UNR,,5,,,Oconaluftee River Trail,Oconaluftee Maintenance Area,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1187654400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000D951608AFDD354C0417735B8AEC24140,235685,0101000020110F00008118B70B76B061C1E8548B1BA6275041,235671,>1m <=5m,ATBI DATABASE,,1446952372000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290322,3933276,35.52095,-83.312346,Lower Oconaluftee River,,2177.306396,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952372000,GRSM,UNR,,7,,,Mingus Creek Trail,Mingus Mill Access Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1189036800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000F188282BC8D354C074E97098DBC24140,235688,0101000020110F00005F3A8AB748B061C1B9B482EFD4275041,235674,>1m <=5m,ATBI DATABASE,,1446952375000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290621,3933421,35.52232,-83.309088,Lower Oconaluftee River,,2114.044434,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952375000,GRSM,UNR,,4,,,Floyd Cemetery Access Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184371200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000059F42E8BFD354C04B922DF39FC24140,235690,0101000020110F00008D385BB341B061C128AB15B296275041,235676,>1m <=5m,ATBI DATABASE,,1446952376000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290662,3933218,35.520499,-83.308584,Lower Oconaluftee River,Mingus Creek,2058.599854,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952376000,GRSM,UNR,,6,,,Floyd Cemetery Access Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1307664000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,Dip sample/ scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E6100000353719C79BDF54C02385BC62A9C74140,235647,0101000020110F0000B930FC1054BA61C14E064D88D82C5041,235633,>1m <=5m,ATBI DATABASE,,1446952347000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273967,3937993,35.55985,-83.493879,Noland Creek,,6257.03125,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446952347000,GRSM,UNR,,1,,,Clingmans Dome Trail,Clingmans Dome Access Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1149897600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000818C3F389CDF54C0DE2E653400C84140,235648,0101000020110F0000634E157154BA61C1E968342C332D5041,235634,>1m <=5m,ATBI DATABASE,,1446952348000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273972,3938287,35.562499,-83.493906,Noland Creek,Clingmans Creek,6201.581055,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446952348000,GRSM,UNR,,2,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1149897600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000FD0CCBD99ADF54C0DDF12B783FC84140,235649,0101000020110F0000600E714753BA61C1480B4F39752D5041,235635,>1m <=5m,ATBI DATABASE,,1446952348000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273985,3938501,35.56443,-83.493822,Noland Creek,Clingmans Creek,6110.684082,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446952348000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000E9BE97B398DF54C0C4E265BD40C84140,235650,0101000020110F0000A2FF277451BA61C10412DD8C762D5041,235636,>1m <=5m,ATBI DATABASE,,1446952349000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273997,3938505,35.564469,-83.493691,Noland Creek,Clingmans Creek,6086.777344,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446952349000,GRSM,UNR,,5,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184198400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000E687600878DA54C0757E81958DCC4140,235666,0101000020110F0000712C8C9AF6B561C16D03B122F4315041,235652,>1m <=5m,ATBI DATABASE,,1446952358000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281351,3942051,35.598064,-83.413572,Upper Oconaluftee River,,4157.432617,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952358000,GRSM,UNR,,7,,,Beech Flats Quiet Walkway,Beech Flats Quiet Walkway Parking,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1274659200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E6100000AD8EEEB081D854C08904F813FACE4140,235672,0101000020110F0000F491FFF64BB461C16462B1507C345041,235658,>1m <=5m,ATBI DATABASE,,1446952363000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284180,3944084,35.617,-83.382912,Upper Oconaluftee River,,4545.876465,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952363000,GRSM,UNR,,4,,,Sweat Heifer Creek Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181433600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000A278D218E6D854C0FA5BA27DE3CE4140,235671,0101000020110F00001F07523DA1B461C1EB28ABB764345041,235657,>1m <=5m,ATBI DATABASE,,1446952362000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,283623,3944021,35.616311,-83.38904,Upper Oconaluftee River,Jack Bradley Branch,4972.684082,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952362000,GRSM,UNR,,3,,,Sweat Heifer Creek Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181433600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000008250167230D954C0742385E269CF4140,235670,0101000020110F0000CD434762E0B461C1CF568620F1345041,235656,>1m <=5m,ATBI DATABASE,,1446952361000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,283223,3944486,35.620412,-83.393578,Upper Oconaluftee River,Huskey Creek,5367.540039,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952361000,GRSM,UNR,,5,,,Sweat Heifer Creek Trail,Newfound Gap Road North,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181433600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000005D7DA5219AD954C03BA908A76DCF4140,235669,0101000020110F0000C9C892243AB561C1CDA73C10F5345041,235655,>1m <=5m,ATBI DATABASE,,1446952360000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282639,3944513,35.620527,-83.400028,Upper Oconaluftee River,,5624.979492,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952360000,GRSM,UNR,,6,,,Sweat Heifer Creek Trail,Newfound Gap Road North,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181433600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000EAC98595CDDA54C01CBAC1A647CF4140,235665,0101000020110F0000038532433FB661C18387515CCD345041,235651,>1m <=5m,ATBI DATABASE,,1446952358000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280936,3944426,35.619367,-83.418794,West Prong Little Pigeon River Upper,,4818.762695,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952358000,GRSM,UNR,,8,,,Appalachian Trail,Newfound Gap Road North,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191542400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000025519F4C12DC54C0CC88C66BC2CF4140,235664,0101000020110F0000F9BA110B53B761C19B114AA14D355041,235650,>1m <=5m,ATBI DATABASE,,1446952357000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279151,3944886,35.623114,-83.438613,West Prong Little Pigeon River Upper,Walker Camp Prong,4179.393066,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952357000,GRSM,UNR,,7,,,Alum Cave Trail,Newfound Gap Road North,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1211500800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E610000052BFD3B014DC54C0C531B06D95CF4140,235663,0101000020110F00009DD6031355B761C1AABE099F1E355041,235649,>1m <=5m,ATBI DATABASE,,1446952356000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279134,3944734,35.621741,-83.438759,West Prong Little Pigeon River Upper,Walker Camp Prong,4083.839355,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952356000,GRSM,UNR,,4,,,Appalachian Trail,Nfg Pullout Parking @ Mp 11.388,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1276819200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E6100000A634724850DF54C0CAC3B9BBCBD14140,235651,0101000020110F0000BA69DAF213BA61C18938EB5C6E375041,235637,>1m <=5m,ATBI DATABASE,,1446952349000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274607,3946766,35.639023,-83.489271,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3054.719238,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952349000,GRSM,UNR,,10,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1211500800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E6100000B8177D0A02DF54C094FFFDF4A2D14140,235654,0101000020110F00007E6C677FD1B961C1561636C043375041,235640,>1m <=5m,ATBI DATABASE,,1446952351000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275036,3946617,35.637779,-83.484496,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2898.023682,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952351000,GRSM,UNR,,4,,,Cove Hardwood Nature Trail,Nfg Pullout Parking At Mp 7.6,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1276819200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E6100000764D58E040DF54C03CE42D3178D14140,235653,0101000020110F0000037620DD06BA61C13FD9AF0F17375041,235639,>1m <=5m,ATBI DATABASE,,1446952350000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274685,3946481,35.636474,-83.488331,West Prong Little Pigeon River Upper,,2807.709229,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952350000,GRSM,UNR,,5,,,Cove Hardwood Nature Trail,Chimney Picnic Area #1,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144368000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000FC3CAEEF9EDC54C08D5CBA00B6D04140,235660,0101000020110F0000AD5C7A7CCAB761C130E040244C365041,235646,>1m <=5m,ATBI DATABASE,,1446952355000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278394,3945730,35.630547,-83.447197,West Prong Little Pigeon River Upper,Alum Cave Creek,3901.707031,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952355000,GRSM,UNR,,4,,,Alum Cave Trail,Alum Cave Bluffs Trailhead Overflow Parking,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1157673600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000FEBBFAE87CDD54C05CF274C544D14140,235659,0101000020110F0000B3DC380287B861C14AB7C553E1365041,235645,>1m <=5m,ATBI DATABASE,,1446952354000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277179,3946244,35.634904,-83.460745,West Prong Little Pigeon River Upper,Trout Branch,3755.144531,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952354000,GRSM,UNR,,7,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1187913600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000030FF47579DDD54C033513C2277D14140,235657,0101000020110F000075A15E8DA2B861C1063B8DF415375041,235643,>1m <=5m,ATBI DATABASE,,1446952353000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277004,3946419,35.636441,-83.462724,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3659.671143,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952353000,GRSM,UNR,,2,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184198400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000031D3B4935ADF54C0CAABA8FE57D74140,235652,0101000020110F00004603FBB01CBA61C166FD61FB3A3D5041,235638,>1m <=5m,ATBI DATABASE,,1446952350000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274672,3951576,35.682366,-83.489899,Le Conte Creek,,2249.654053,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952350000,GRSM,UNR,,5,,,Noah 'Bud' Ogle Place Nature Trail,Cherokee Orchard Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1157587200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000A6879E1DBBDD54C0D2D2176D0ED74140,235656,0101000020110F0000F61206D7BBB861C1FCCC530FEE3C5041,235642,>1m <=5m,ATBI DATABASE,,1446952352000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276961,3951269,35.680121,-83.464542,Roaring Fork,Rocky Spur Branch,3152.859863,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446952352000,GRSM,UNR,,4,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1181260800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000F1DB4DD9D1D754C0B133B04E88DD4140,235675,0101000020110F0000C927369FB6B361C140EAB009B4435041,235661,>1m <=5m,ATBI DATABASE,,1446952365000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285457,3956676,35.730715,-83.372179,Webb Creek,,2157.803711,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446952365000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1189209600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000067AB6FB94ADA54C00DB88AACD2DD4140,235667,0101000020110F00000E3D901FD0B561C101B5FCD701445041,235653,>1m <=5m,ATBI DATABASE,,1446952359000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281969,3957013,35.732985,-83.410807,Little Pigeon River Middle,,1391.549805,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446952359000,GRSM,UNR,,8,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144368000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000000274C5B036D854C06E27259FFFDB4140,235674,0101000020110F00006FC14B440CB461C1C456773A19425041,235660,>1m <=5m,ATBI DATABASE,,1446952364000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284868,3955360,35.718732,-83.378334,Little Pigeon River Middle,,1846.252197,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446952364000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1189209600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
