the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000065862BD2EAFB54C0F5C03D92FCBF4140,128079,0101000020110F0000724282FB5ED261C1E265E609D6245041,127641,>1m <=5m,ATBI DATABASE,,1446890737000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233668,3932446,35.499889,-83.936203,Chilhowee Lake,,1546.21521,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890737000,GRSM,UNR,,6,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000027051308C6D654C0669EDFAED9D94140,128179,0101000020110F0000D132232AD3B261C127CA1C03DA3F5041,127741,>1m <=5m,ATBI DATABASE,,1446890794000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286859,3953449,35.701949,-83.355833,Little Pigeon River Upper,Little Laurel Branch,2146.854492,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890794000,GRSM,UNR,,9,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936489600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E61000002625332D7DDA54C042645E3539DE4140,128174,0101000020110F000052EDECF8FAB561C1C23AAC1F6D445041,127736,>1m <=5m,ATBI DATABASE,,1446890791000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281699,3957367,35.736114,-83.413886,Little Pigeon River Middle,Little Pigeon River,1367.463501,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890791000,GRSM,UNR,,4,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936489600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E61000002E68750051D954C029D938023BDC4140,128175,0101000020110F000006A5A908FCB461C1C157335A57425041,127737,>1m <=5m,ATBI DATABASE,,1446890792000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283314,3955599,35.720544,-83.395565,Little Pigeon River Middle,Rhododendron Creek,1505.814941,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890792000,GRSM,UNR,,8,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1363824000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000019AF650484D854C07F4A5AA086DA4140,128177,0101000020110F0000162BBAF04DB461C1115142E48E405041,127739,>1m <=5m,ATBI DATABASE,,1446890793000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284410,3954094,35.707227,-83.383054,Porters Creek,,1685.84436,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890793000,GRSM,UNR,,2,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936489600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E61000008A6B10D4D3D854C07E0BA51530D94140,128176,0101000020110F0000E12E59B991B461C1A04C7CA4283F5041,127738,>1m <=5m,ATBI DATABASE,,1446890793000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283941,3952945,35.696773,-83.387925,Porters Creek,Porters Creek,1877.752197,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890793000,GRSM,UNR,,7,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1363824000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000082979AB65FE254C05306A68434D84140,128158,0101000020110F0000C8A7F550ADBC61C1E7490892213E5041,127720,>1m <=5m,ATBI DATABASE,,1446890782000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270420,3952432,35.689096,-83.537088,West Prong Little Pigeon River Upper,,1435.920288,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890782000,GRSM,UNR,,5,,,Cove Mountain Trail,Park Headquarters Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373932800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000092E453BCCE954C05D73A6940DD74140,128152,0101000020110F00007D584E6DFBC261C17D87052DED3C5041,127714,>1m <=5m,ATBI DATABASE,,1446890778000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259894,3951711,35.680095,-83.653086,Little River-Goshen Prong,Little River,1675.995239,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890778000,GRSM,UNR,,5,,,Metcalf Bottoms Trail,Little River Gorge Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000FD6509C8BDED54C02C76B78F75D54140,128133,0101000020110F0000CB0587D654C661C1B1E3E798423B5041,127695,>1m <=5m,ATBI DATABASE,,1446890766000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254278,3950482,35.667643,-83.714704,Little River-Rudd Branch,Little River,1099.147339,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890766000,GRSM,UNR,,5,,,Chestnut Top Trail,Te Pullout Parking @ Mp 0.009,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1272240000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,day,cert,Branchiobdellidans
0101000020E6100000A22D5E61DEEC54C054217EFB83D44140,128137,0101000020110F0000BA73791A97C561C1446CA40F463A5041,127699,>1m <=5m,ATBI DATABASE,,1446890768000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255490,3949630,35.660271,-83.701069,Little River-Goshen Prong,Little River,1157.91687,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890768000,GRSM,UNR,,4,,,Roundtop Trail,Little River Gorge Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374192000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000B0D301099DEC54C0337844F73FD34140,128138,0101000020110F00009F87129B5FC561C1DE378B62F3385041,127700,>1m <=5m,ATBI DATABASE,,1446890769000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255821,3948523,35.650383,-83.697081,Little River-Crooked Creek,Middle Prong Little River,1232.237915,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890769000,GRSM,UNR,,4,,,Lumber Ridge Trail,Tremont Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371772800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E61000003D85965431EC54C0DDE8E69919D24140,128142,0101000020110F0000E2E0CE2104C561C124DC0BBDBF375041,127704,>1m <=5m,ATBI DATABASE,,1446890772000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256389,3947510,35.641399,-83.690507,Little River-Crooked Creek,Middle Prong Little River,1343.118774,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890772000,GRSM,UNR,,7,,,West Prong Trail,Tremont Environmental Education Center Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371772800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000085AC39036DEE54C05234CA8B30D14140,128130,0101000020110F0000A54C73A9E9C661C1A6DA4031CC365041,127692,>1m <=5m,ATBI DATABASE,,1446890764000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253207,3946808,35.634287,-83.725399,Little River-Crooked Creek,Laurel Creek,1544.936279,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890764000,GRSM,UNR,,4,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000450F54D76BE554C0B4F8B48D76D44140,128154,0101000020110F0000030D0AE143BF61C1B1071B06383A5041,127716,>1m <=5m,ATBI DATABASE,,1446890779000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266025,3949301,35.659861,-83.584703,Little River-Goshen Prong,Little River,2118.295166,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890779000,GRSM,UNR,,9,,,Elkmont Nature Trail,Elkmont Campground Road G,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373932800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000A1BE9D8B39E354C02A5E676E3ED74140,128156,0101000020110F000050BB335266BD61C17124C240203D5041,127718,>1m <=5m,ATBI DATABASE,,1446890780000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269195,3951630,35.681586,-83.550383,West Prong Little Pigeon River Upper,Fighting Creek,1546.737427,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890780000,GRSM,UNR,,5,,,Big White Oak Quiet Walkway,Fighting Creek Gap Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374192000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000840F8884ADE154C04C4D941A20D64140,128160,0101000020110F0000343184F915BC61C1F80994E3F43B5041,127722,>1m <=5m,ATBI DATABASE,,1446890783000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271358,3950604,35.672848,-83.526212,West Prong Little Pigeon River Upper,,1606.721802,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890783000,GRSM,UNR,,4,,,Bullhead View Quiet Walkway,Newfound Gap Road North,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373932800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000055B4AEDB24E054C0BBCE35B5F4D74140,128161,0101000020110F000029B0207DC8BA61C17BF480D8DE3D5041,127723,>1m <=5m,ATBI DATABASE,,1446890783000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273568,3952135,35.687149,-83.502246,Le Conte Creek,Le Conte Creek,1902.479492,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890783000,GRSM,UNR,,6,,,Twin Creeks Trail,Twin Creeks Picnic Pavilion Access Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374019200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000F127FD2C12E054C06B6B82B7E6D74140,128162,0101000020110F0000F23E2F9FB8BA61C1EF744537D03D5041,127724,>1m <=5m,ATBI DATABASE,,1446890784000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273670,3952085,35.686722,-83.501105,Le Conte Creek,Le Conte Creek,1929.457275,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890784000,GRSM,UNR,,6,,,Twin Creeks Trail,Twin Creeks Research Lab Access,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1273104000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,day,cert,Branchiobdellidans
0101000020E6100000C267E16E6DEF54C095A3F249C3C94140,128128,0101000020110F0000069CA070C3C761C1F1EAC2280A2F5041,127690,>1m <=5m,ATBI DATABASE,,1446890763000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251610,3940410,35.576265,-83.74105,Abrams Creek Upper,,3581.402588,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890763000,GRSM,UNR,,6,,,Anthony Creek Trail,Laurel Creek Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,811123200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,month,cert,General
0101000020E61000003D6C4D4657EA54C061D12BA0FBC94140,128147,0101000020110F000014962D8471C361C1E9F5C3FC442F5041,127709,>1m <=5m,ATBI DATABASE,,1446890775000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,258819,3940403,35.577985,-83.661573,Little River-Crooked Creek,Starkey Creek,3658.522705,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890775000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,842054400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000CDAD2A3D2BEA54C014A5F96D4CCA4140,128148,0101000020110F00002D7EE61D4CC361C17233E75D992F5041,127710,>1m <=5m,ATBI DATABASE,,1446890776000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259070,3940670,35.580451,-83.658885,Little River-Crooked Creek,Starkey Creek,3520.866455,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890776000,GRSM,UNR,,3,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834019200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000918496D809EA54C00D736ABD18CA4140,128151,0101000020110F000037F996C12FC361C14D1CBC63632F5041,127713,>1m <=5m,ATBI DATABASE,,1446890777000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259250,3940490,35.578873,-83.656847,Little River-Crooked Creek,Sams Creek,3688.371582,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890777000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834019200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000009903000402EB54C0DCD8F6BAA8CD4140,128143,0101000020110F00001687D68602C461C1980F7EE51B335041,127705,>1m <=5m,ATBI DATABASE,,1446890773000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257961,3943615,35.606705,-83.671994,Little River-Crooked Creek,Thunderhead Prong,2230.674072,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890773000,GRSM,UNR,,4,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000004A858DBF28EA54C06298259745CC4140,128150,0101000020110F0000DFEA5F004AC361C143C088F0A8315041,127712,>1m <=5m,ATBI DATABASE,,1446890777000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259130,3942380,35.595867,-83.658733,Little River-Crooked Creek,Sams Creek,2946.67334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890777000,GRSM,UNR,,7,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000085D7DF26E4EA54C08D4920E118CF4140,128146,0101000020110F0000A192D429E9C361C19924B37E9C345041,127708,>1m <=5m,ATBI DATABASE,,1446890775000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,258160,3944857,35.61794,-83.670171,Little River-Crooked Creek,Middle Prong Little River,1892.332397,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890775000,GRSM,UNR,,4,,,Middle Prong Trail,Upper Tremont Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1272240000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,day,cert,Branchiobdellidans
0101000020E6100000B9B64B098BEF54C0AFD94FA8A2CE4140,128124,0101000020110F00005154FA94DCC761C12C051BFC20345041,127686,>1m <=5m,ATBI DATABASE,,1446890761000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251564,3944638,35.614332,-83.742857,Little River-Crooked Creek,Laurel Creek,1702.27417,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890761000,GRSM,UNR,,2,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000192150BEBFF154C0604F6EED5ACD4140,128121,0101000020110F00009DA91730BCC961C1F85FC99FCA325041,127683,>1m <=5m,ATBI DATABASE,,1446890759000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248410,3943616,35.604331,-83.777324,Abrams Creek Upper,Abrams Creek,1883.321167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890759000,GRSM,UNR,,3,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000026E4A96570F254C0DB987AC445CD4140,128115,0101000020110F0000CC5F4C3852CA61C1ABD16285B4325041,127677,>1m <=5m,ATBI DATABASE,,1446890756000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247431,3943572,35.603685,-83.788106,Abrams Creek Upper,Abrams Creek,1812.239258,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890756000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,787449600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,month,cert,General
0101000020E610000033D853F99EF254C0932941B413CC4140,128112,0101000020110F000090DF11C779CA61C1FD36E4D574315041,127674,>1m <=5m,ATBI DATABASE,,1446890754000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247144,3942543,35.594344,-83.790949,Abrams Creek Upper,Sea Branch,1860.526733,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890754000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
