the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D1076D678FF154C0BB3BF3F157BC4140,130265,0101000020110F000010D0182293C961C14AFC894709215041,129850,>1m <=5m,ATBI DATABASE,,1446891993000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248262,3928863,35.471427,-83.774374,Eagle Creek,Eagle Creek,1786.793701,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891993000,GRSM,UNR,,6,,,Lake Shore Trail low water access,Lakeview Drive West,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1030406400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B99F42F70AE054C0E675688B7DC44140,130306,0101000020110F0000B74C9B7FB2BA61C155228C1A89295041,129889,>1m <=5m,ATBI DATABASE,,1446892016000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273282,3935260,35.535074,-83.500665,Noland Creek,,5254.755859,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892016000,GRSM,UNR,,10,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000758EF03F17E054C0E4B0EF1B43C04140,130305,0101000020110F0000CF4462EEBCBA61C1A38A3FA01F255041,129888,>1m <=5m,ATBI DATABASE,,1446892016000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273121,3931597,35.502041,-83.501415,Noland Creek,Mill Creek,2788.004395,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892016000,GRSM,UNR,,6,,,Springhouse Branch Trail,Lakeview Drive East,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085356800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000558CE60D1FE554C0134719CF32C64140,130292,0101000020110F0000ABCBFAA902BF61C1613ADC80512B5041,129876,>1m <=5m,ATBI DATABASE,,1446892008000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266125,3936926,35.548419,-83.580016,Hazel Creek,Hazel Creek,4290.649414,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892008000,GRSM,UNR,,5,,,Hazel Creek Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090972800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000006AB93ECF06E554C0BD16AFE430C64140,130293,0101000020110F00005147AA12EEBE61C1E71FF1804F2B5041,129877,>1m <=5m,ATBI DATABASE,,1446892009000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266259,3936916,35.54836,-83.578537,Hazel Creek,Hazel Creek,4452.536133,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892009000,GRSM,UNR,,6,,,Hazel Creek Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090972800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000197F29A354E454C0D5B7421B2AC74140,130295,0101000020110F0000EB0C4FC056BE61C1FA4B13A8532C5041,129878,>1m <=5m,ATBI DATABASE,,1446892010000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267267,3937734,35.555966,-83.567662,Hazel Creek,,5365.947266,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892010000,GRSM,UNR,,10,,,Welch Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed,No,day,prob.,ATBI
0101000020E610000085AA2E663FE454C0F25623DCA0C74140,130296,0101000020110F00002E1DAEB644BE61C158B3ADA1CF2C5041,129879,>1m <=5m,ATBI DATABASE,,1446892010000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267395,3938133,35.55959,-83.566366,Forney Creek,,5364.353027,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892010000,GRSM,UNR,,10,,,Welch Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed,No,day,prob.,ATBI
0101000020E61000007EF4E3B586EE54C0FBAB670B3FC84140,130275,0101000020110F00008A78B67CFFC661C1740CC0C7742D5041,129860,>1m <=5m,ATBI DATABASE,,1446891999000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252850,3939060,35.564417,-83.726968,Little River-Crooked Creek,,4721.495117,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891999000,GRSM,UNR,,4,,,Appalachian Trail,Laurel Creek Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969321600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B1902317A8EE54C0ADB1D62031C84140,130274,0101000020110F000021EB31D61BC761C1AC5A3D40662D5041,129859,>1m <=5m,ATBI DATABASE,,1446891998000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252664,3939018,35.563992,-83.729005,Eagle Creek,Anthony Creek,4935.576172,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891998000,GRSM,UNR,,7,,,Appalachian Trail,Laurel Creek Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000C69DB46BA0E854C0B44D7C85EAC84140,130287,0101000020110F00006D922DCCFCC161C1734A52D1272E5041,129872,>1m <=5m,ATBI DATABASE,,1446892006000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,261222,3939413,35.56965,-83.634787,Little River-Crooked Creek,Walkers Creek,4918.841309,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892006000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B2D46B94A4E854C0C39882A2EAC84140,130284,0101000020110F000032FE705400C261C17971A0EF272E5041,129869,>1m <=5m,ATBI DATABASE,,1446892004000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,261199,3939414,35.569654,-83.635041,Little River-Crooked Creek,Walkers Creek,4895.308105,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892004000,GRSM,UNR,,6,,,Appalachian Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000166400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BD5E53E0F7E854C004BF98FD1FC94140,130282,0101000020110F0000C012D71247C261C1ABAA8FA55F2E5041,129867,>1m <=5m,ATBI DATABASE,,1446892002000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260743,3939607,35.571282,-83.640125,Little River-Crooked Creek,,4517.581055,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892002000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E546BC35A3E854C0E413FE813CC94140,130286,0101000020110F000038969A2AFFC161C106F5476C7D2E5041,129871,>1m <=5m,ATBI DATABASE,,1446892005000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261214,3939691,35.572152,-83.634957,Little River-Crooked Creek,,4939.773926,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892005000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EA857F34A3E854C016D771363CC94140,130285,0101000020110F000052918D29FFC161C178B5651D7D2E5041,129870,>1m <=5m,ATBI DATABASE,,1446892005000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261214,3939690,35.572143,-83.634957,Little River-Crooked Creek,,4939.773926,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892005000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000010ED08DF4FE854C0AD6FD6A31AC94140,130289,0101000020110F00004C330963B8C161C10D99550F5A2E5041,129874,>1m <=5m,ATBI DATABASE,,1446892007000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261672,3939564,35.571119,-83.629871,Little River-Crooked Creek,Indian Flats Prong,4462.538574,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892007000,GRSM,UNR,,2,,,Appalachian Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000080000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000021EDDFF201E954C092E17BF611C94140,130280,0101000020110F00003D7ACDA04FC261C1BDEDECFF502E5041,129865,>1m <=5m,ATBI DATABASE,,1446892001000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260686,3939561,35.570854,-83.64074,Little River-Crooked Creek,,4401.704102,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892001000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007D26C33D0BE954C09210FEA8FACA4140,130278,0101000020110F00000C50318557C261C119BDD6504F305041,129863,>1m <=5m,ATBI DATABASE,,1446892000000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260679,3941217,35.585768,-83.641307,Little River-Crooked Creek,Double Trestle Branch,4366.486328,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892000000,GRSM,UNR,,7,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000ABD3C0100BE954C0252494F6FACA4140,130279,0101000020110F00005266F75E57C261C1A565DDA14F305041,129864,>1m <=5m,ATBI DATABASE,,1446892001000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260680,3941218,35.585777,-83.641296,Little River-Crooked Creek,Double Trestle Branch,4366.486328,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892001000,GRSM,UNR,,7,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841795200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000035D718F009E954C03CACBE5AF8CA4140,130281,0101000020110F0000F283CF6956C261C1DF476CE84C305041,129866,>1m <=5m,ATBI DATABASE,,1446892002000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260686,3941209,35.585697,-83.641227,Little River-Crooked Creek,Double Trestle Branch,4366.486328,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892002000,GRSM,UNR,,10,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B0FC7B813DE954C0C4765A2B98CA4140,130277,0101000020110F00006DC3C03582C261C1D554DA75E82F5041,129862,>1m <=5m,ATBI DATABASE,,1446892000000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260392,3940891,35.582762,-83.644375,Little River-Crooked Creek,Greenbriar Branch,4364.883301,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892000000,GRSM,UNR,,5,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841881600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000393248BA19EA54C08C13C7D09DCE4140,130276,0101000020110F00003CC1953E3DC361C1BBE727ED1B345041,129861,>1m <=5m,ATBI DATABASE,,1446891999000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259268,3944410,35.614184,-83.657816,Little River-Crooked Creek,Lynn Camp Prong,2453.944336,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891999000,GRSM,UNR,,10,,,Middle Prong Trail,Upper Tremont Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,835228800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001A77A1BEC7F454C0D3415B3110CE4140,130258,0101000020110F0000422BF73E4FCC61C16E74EFF987335041,129844,>1m <=5m,ATBI DATABASE,,1446891990000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244136,3944352,35.609862,-83.824687,Abrams Creek Upper,,1825.94873,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891990000,GRSM,UNR,,6,,,Indian Grave Gap Trail,Rich Mountain Road (closed Winter),Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,870825600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000E64A0DF15F754C0D2F5478FD4CA4140,130248,0101000020110F0000F8ED4E7144CE61C1BED6C58627305041,129835,>1m <=5m,ATBI DATABASE,,1446891985000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240791,3941644,35.584605,-83.860706,Abrams Creek Lower,,2076.685791,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891985000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,869443200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B2738E921BF154C0AA2473ABAEC84140,130267,0101000020110F000054D4E7C130C961C1F1786353E92D5041,129852,>1m <=5m,ATBI DATABASE,,1446891994000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249204,3939540,35.567824,-83.767304,Abrams Creek Upper,,4026.114014,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891994000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Loop Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,875145600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007153824C32F154C0A9FBC8F957C84140,130266,0101000020110F00009A36180F44C961C181D658CF8E2D5041,129851,>1m <=5m,ATBI DATABASE,,1446891994000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249070,3939250,35.565178,-83.768691,Abrams Creek Upper,,4359.021484,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891994000,GRSM,UNR,,6,,,Russell Field Trail,Cades Cove Loop Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002D7AAF061AF154C00D71184B5FC84140,130268,0101000020110F00008B35B1712FC961C1F9CA3573962D5041,129853,>1m <=5m,ATBI DATABASE,,1446891995000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249205,3939271,35.565401,-83.767209,Abrams Creek Upper,,4417.154297,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891995000,GRSM,UNR,,8,,,Russell Field Trail,Cades Cove Loop Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900892800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006AED502923F054C05D957DC420C84140,130272,0101000020110F0000998625C85DC861C1AC92672B552D5041,129857,>1m <=5m,ATBI DATABASE,,1446891997000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250565,3939021,35.563493,-83.752142,Abrams Creek Upper,Left Prong Anthony Creek,4598.480957,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891997000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841190400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004FFF405623F054C03A08D27620C84140,130271,0101000020110F00009BEF4FEE5DC861C1694350DA542D5041,129856,>1m <=5m,ATBI DATABASE,,1446891997000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250564,3939020,35.563484,-83.752153,Abrams Creek Upper,Left Prong Anthony Creek,4598.480957,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891997000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000391214B11BF054C02F86F0441DC84140,130273,0101000020110F0000FD1D157057C861C18E006984512D5041,129858,>1m <=5m,ATBI DATABASE,,1446891998000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250606,3939008,35.563386,-83.751686,Abrams Creek Upper,Left Prong Anthony Creek,4582.836914,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446891998000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EB1B8E6AB5F054C0C465238485C74140,130269,0101000020110F00002AAC00FFD9C861C16B04C315B32C5041,129854,>1m <=5m,ATBI DATABASE,,1446891995000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,249741,3938518,35.558755,-83.761069,Eagle Creek,,3876.237305,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891995000,GRSM,UNR,,4,,,Appalachian Trail,Cades Cove Loop Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
