the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000B93D589154F754C023107ED516BE4140,72949,0101000020110F0000BAC856B079CE61C17E06215BDB225041,72364,>1m <=5m,ATBI DATABASE,,1446864032000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240123,3930610,35.485065,-83.864532,Lake Cheoah-Little Tennessee River,,2086.922852,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864032000,GRSM,UNR,,7,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000274199F54BDE54C0644A9291BAC14140,73106,0101000020110F00004BD70FDB36B961C1F4B0A559A7265041,72509,>1m <=5m,ATBI DATABASE,,1446864111000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275696,3932804,35.513499,-83.473382,Noland Creek,Noland Creek,3148.677246,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864111000,GRSM,UNR,,4,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008DAD23EBE9DE54C04B8F76411CC14140,73105,0101000020110F00000A8CAD02BDB961C14375232C02265041,72508,>1m <=5m,ATBI DATABASE,,1446864111000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274808,3932290,35.508668,-83.483023,Noland Creek,Noland Creek,2970.890625,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864111000,GRSM,UNR,,5,,,Noland Creek Trail,Lakeview Drive East,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000073F1EFE7DFDF54C0BB85BC92E2C44140,73100,0101000020110F0000AFB67EED8DBA61C114FCF58BF2295041,72504,>1m <=5m,ATBI DATABASE,,1446864108000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273529,3935596,35.538158,-83.498037,Forney Creek,Keeyuga Creek,5434.828125,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864108000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866764800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000006DA1C4777ADF54C01667B595DEC54140,73104,0101000020110F00002981B8C637BA61C16B9F6796F92A5041,72507,>1m <=5m,ATBI DATABASE,,1446864110000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274112,3936435,35.545848,-83.491846,Noland Creek,,5793.355957,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864110000,GRSM,UNR,,8,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866764800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000AEA800998FDD54C04A0295702FC44140,73111,0101000020110F0000CC624BE196B861C1D3C2C49637295041,72514,>1m <=5m,ATBI DATABASE,,1446864114000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276792,3934907,35.532691,-83.461885,Noland Creek,,4171.227051,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864114000,GRSM,UNR,,3,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FE515F8C44DD54C0AC09B6D22AC44140,73113,0101000020110F0000DA67002457B861C1F45A51C532295041,72516,>1m <=5m,ATBI DATABASE,,1446864116000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277207,3934881,35.53255,-83.457305,Noland Creek,Sassafras Branch,4091.230957,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864116000,GRSM,UNR,,6,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E1C1269D2EDE54C02F3AF56297CB4140,73107,0101000020110F0000CCF1BCEE1DB961C1ECAFDAFEF2305041,72510,>1m <=5m,ATBI DATABASE,,1446864112000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276073,3941348,35.590551,-83.471591,West Prong Little Pigeon River Upper,,5923.520996,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864112000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833328000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000086343C530EDE54C0C2AC69419CCB4140,73108,0101000020110F00008E297E8202B961C1913EA614F8305041,72511,>1m <=5m,ATBI DATABASE,,1446864112000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,Tennessee,276252,3941360,35.590699,-83.46962,Deep Creek,,5888.804688,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864112000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833328000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000006F6E7417E6DD54C04B449F5FB9CB4140,73110,0101000020110F0000B9D8E256E0B861C1AFB6DC7D16315041,72513,>1m <=5m,ATBI DATABASE,,1446864114000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276477,3941453,35.591588,-83.467165,West Prong Little Pigeon River Upper,,5887.977539,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864114000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833328000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000427FDBF275D954C08BB6B63299CA4140,73121,0101000020110F00008409AF691BB561C16603E188E92F5041,72524,>1m <=5m,ATBI DATABASE,,1446864121000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282737,3940322,35.582793,-83.39782,Deep Creek,Wild Cherry Branch,4605.40918,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864121000,GRSM,UNR,,10,,,Thomas Divide Trail,Thomas Divide Trail Pullout Parking,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,995068800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000829E9EBBA0DC54C0CAD8A09428CE4140,73117,0101000020110F0000A7B31A03CCB761C1D9A7FE73A1335041,72520,>1m <=5m,ATBI DATABASE,,1446864119000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278329,3943518,35.610607,-83.447306,West Prong Little Pigeon River Upper,Road Prong,5296.729492,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864119000,GRSM,UNR,,6,,,Appalachian Trail,Indian Gap Road Parking,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833328000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000AD7D3240EEDC54C09379282D43CD4140,73116,0101000020110F0000B63D1CD90DB861C1559780D0B1325041,72519,>1m <=5m,ATBI DATABASE,,1446864118000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277881,3942752,35.603606,-83.452038,West Prong Little Pigeon River Upper,,5550.590332,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864118000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833328000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000D31128B157DD54C09C70DE2887CC4140,73114,0101000020110F000065373D6667B861C19DD0E06CED315041,72517,>1m <=5m,ATBI DATABASE,,1446864116000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277282,3942130,35.597868,-83.458473,West Prong Little Pigeon River Upper,,5664.881836,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864116000,GRSM,UNR,,7,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833328000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BDC0C6378CDD54C07F5B65EA51CC4140,73112,0101000020110F00000D25750294B861C18F0E18D0B5315041,72515,>1m <=5m,ATBI DATABASE,,1446864115000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276987,3941957,35.596243,-83.461679,West Prong Little Pigeon River Upper,Tomahawk Prong,5623.259277,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864115000,GRSM,UNR,,7,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833328000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000001973AC92F5DF54C086720964CFD74140,73101,0101000020110F0000E4035754A0BA61C1E45533D3B73D5041,72505,>1m <=5m,ATBI DATABASE,,1446864109000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273826,3952002,35.68601,-83.49936,Le Conte Creek,Le Conte Creek,1974.711914,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864109000,GRSM,UNR,,8,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896659200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000089BCB54415DE54C003C3B1EF49D74140,73109,0101000020110F000092481A6808B961C1AEF252482C3D5041,72512,>1m <=5m,ATBI DATABASE,,1446864113000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276468,3951483,35.681937,-83.470044,Baskins Creek,Baskins Creek,3186.712891,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864113000,GRSM,UNR,,6,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049507D99A8D954C0E6FCD48553DF4140,73122,0101000020110F00009E9A3F6E46B561C10509A88694455041,72525,>1m <=5m,ATBI DATABASE,,1446864122000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282896,3958294,35.74473,-83.400911,Little Pigeon River Middle,,1622.650635,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864122000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901843200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003DE8BB56A0D954C0563C5F071CDF4140,73123,0101000020110F0000409A2F6A3FB561C155DFF1745A455041,72526,>1m <=5m,ATBI DATABASE,,1446864123000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282937,3958105,35.743036,-83.400407,Little Pigeon River Middle,Copeland Creek,1588.853271,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864123000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006297F7248FD954C0CCD881876ADD4140,73125,0101000020110F00009993C3CF30B561C152CE1EE294435041,72528,>1m <=5m,ATBI DATABASE,,1446864124000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282996,3956635,35.729807,-83.399358,Little Pigeon River Middle,Little Pigeon River,1896.534058,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864124000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874368000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B5DE51F1CCD854C07480646A6DD84140,73126,0101000020110F0000EAC13FE08BB461C1DB1664115D3E5041,72529,>1m <=5m,ATBI DATABASE,,1446864124000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283963,3952285,35.690832,-83.387505,Porters Creek,,2243.300781,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864124000,GRSM,UNR,,9,,,Porters Creek Trail,Porters Creek Scenic Loop,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,869616000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005994D5B180D954C05CEAF90A3AD94140,73124,0101000020110F00007DDA168A24B561C1EB158C0E333F5041,72527,>1m <=5m,ATBI DATABASE,,1446864123000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282987,3953002,35.697077,-83.398476,Little Pigeon River Middle,,2608.794189,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864123000,GRSM,UNR,,6,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902793600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FF40CBE35EDC54C07C74649198DD4140,73120,0101000020110F0000C43F721794B761C190E9DB0CC5435041,72523,>1m <=5m,ATBI DATABASE,,1446864121000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279026,3956889,35.731212,-83.443288,Dudley Creek,Duds Branch,1711.727783,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864121000,GRSM,UNR,,9,,,Duds Branch Concession Horse Trail,Dudley Creek Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897436800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049071938E8EF54C04ADB1B2369D14140,73048,0101000020110F0000B662DEB82BC861C178E8345407375041,72456,>1m <=5m,ATBI DATABASE,,1446864082000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251116,3947058,35.636014,-83.748544,Little River-Crooked Creek,,1643.705322,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864082000,GRSM,UNR,,6,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004E6F194C90EB54C005862558FBD24140,73060,0101000020110F00006944D65D7BC461C1644500AAAB385041,72467,>1m <=5m,ATBI DATABASE,,1446864088000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257300,3948250,35.648289,-83.680678,Little River-Crooked Creek,Grapevine Branch,2229.675049,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864088000,GRSM,UNR,,1,,,Lumber Ridge Trail,Tremont Institute Parking #2,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1131840000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed,No,day,cert,General
0101000020E61000000D1D229E07E054C0D7B7020083C44140,73099,0101000020110F000076FEA5A7AFBA61C16DB625CC8E295041,72503,>1m <=5m,ATBI DATABASE,,1446864108000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273301,3935278,35.535241,-83.500461,Noland Creek,,5254.077637,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864108000,GRSM,UNR,,10,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866764800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000EA466C384BE054C0D36063363FC44140,73097,0101000020110F0000FFBCE211E9BA61C14CA3CF0C48295041,72501,>1m <=5m,ATBI DATABASE,,1446864107000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272921,3935058,35.533172,-83.504587,Forney Creek,,5264.521484,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864107000,GRSM,UNR,,10,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866764800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000006B8A94C74E054C0810175E437C44140,73094,0101000020110F000053E654F50BBB61C1B30D166940295041,72499,>1m <=5m,ATBI DATABASE,,1446864106000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272693,3935039,35.532949,-83.507094,Forney Creek,Buckhorn Branch,5145.098633,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864106000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866764800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000099E494D477E054C00650E14FA7C34140,73093,0101000020110F00002EB007F50EBB61C1475D1786A9285041,72498,>1m <=5m,ATBI DATABASE,,1446864105000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272661,3934550,35.528537,-83.50731,Forney Creek,,4859.163574,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864105000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000758EF03F17E054C0E4B0EF1B43C04140,73098,0101000020110F0000CF4462EEBCBA61C1A38A3FA01F255041,72502,>1m <=5m,ATBI DATABASE,,1446864107000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273121,3931597,35.502041,-83.501415,Noland Creek,Mill Creek,2788.004395,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864107000,GRSM,UNR,,6,,,Springhouse Branch Trail,Lakeview Drive East,Valid,Viburnum_acerifolium,Viburnum  acerifolium,42267,Maple-leaf Arrow-wood,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085356800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Dipsacales, , , , ,Caprifoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
