the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000009983FB5C28F854C072F92B3E67BB4140,30754,0101000020110F0000562B18912DCF61C100136E460E205041,29911,>1m <=5m,ATBI DATABASE,,1446840119000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238882,3928316,35.464081,-83.877459,Lake Cheoah-Little Tennessee River,,1588.573486,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840119000,GRSM,UNR,,9,,,Twentymile Trail,Twenty Mile Ranger Station Parking # 2,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000005D61993593E954C0C2A63B4011CE4140,31099,0101000020110F000023D87FFFCAC261C16409E81489335041,30256,>1m <=5m,ATBI DATABASE,,1446840304000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259999,3943914,35.609895,-83.649606,Little River-Crooked Creek,Woodchuck Branch,2875.320801,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840304000,GRSM,UNR,,6,,,Middle Prong Trail,Upper Tremont Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834537600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000997A5A3493E954C02444ADF410CE4140,31098,0101000020110F00004F0071FECAC261C1A605FAC588335041,30255,>1m <=5m,ATBI DATABASE,,1446840303000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259999,3943913,35.609886,-83.649606,Little River-Crooked Creek,Woodchuck Branch,2871.855225,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840303000,GRSM,UNR,,5,,,Middle Prong Trail,Upper Tremont Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000FAC425BA93E954C033815AC00FCE4140,31097,0101000020110F00000EA21270CBC261C10A0FE38387335041,30254,>1m <=5m,ATBI DATABASE,,1446840303000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259996,3943909,35.609849,-83.649637,Little River-Crooked Creek,Woodchuck Branch,2871.855225,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840303000,GRSM,UNR,,6,,,Middle Prong Trail,Upper Tremont Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000009E684FB01CE954C063B1CBCC59CE4140,31105,0101000020110F00001216A25666C261C1C1EAFEDED4335041,30261,>1m <=5m,ATBI DATABASE,,1446840306000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260661,3944142,35.612109,-83.642372,Little River-Crooked Creek,Lynn Camp Prong,2503.912354,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840306000,GRSM,UNR,,4,,,Middle Prong Trail,Upper Tremont Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1091318400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000000151EE4618EA54C0032392959DCE4140,31083,0101000020110F0000F44532033CC361C1885D4DAF1B345041,30242,>1m <=5m,ATBI DATABASE,,1446840297000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259276,3944409,35.614177,-83.657728,Little River-Crooked Creek,Lynn Camp Prong,2453.944336,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840297000,GRSM,UNR,,8,,,Middle Prong Trail,Upper Tremont Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000393248BA19EA54C08C13C7D09DCE4140,31082,0101000020110F00003CC1953E3DC361C1BBE727ED1B345041,30241,>1m <=5m,ATBI DATABASE,,1446840296000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259268,3944410,35.614184,-83.657816,Little River-Crooked Creek,Lynn Camp Prong,2453.944336,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840296000,GRSM,UNR,,10,,,Middle Prong Trail,Upper Tremont Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,835228800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000089918BE819EA54C0E23CBDCE9DCE4140,31080,0101000020110F0000AB55E0653DC361C1CFBC06EB1B345041,30240,>1m <=5m,ATBI DATABASE,,1446840296000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259267,3944410,35.614184,-83.657827,Little River-Crooked Creek,Lynn Camp Prong,2453.944336,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840296000,GRSM,UNR,,10,,,Middle Prong Trail,Upper Tremont Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000013B0B860F2EA54C08C2943221BCE4140,31071,0101000020110F0000722ADA3EF5C361C143D6E76793335041,30232,>1m <=5m,ATBI DATABASE,,1446840291000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,258058,3944000,35.610196,-83.671039,Little River-Crooked Creek,Thunderhead Prong,2102.675293,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840291000,GRSM,UNR,,6,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1091318400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000F6A8464FD4EA54C0FEB33EA3FCCE4140,31073,0101000020110F00001BCE68B5DBC361C1D8BA49FD7E345041,30234,>1m <=5m,ATBI DATABASE,,1446840292000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,258245,3944759,35.617078,-83.669204,Little River-Crooked Creek,Lynn Camp Prong,1948.649292,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840292000,GRSM,UNR,,2,,,Middle Prong Trail,Upper Tremont Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1091318400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000349B9A738CED54C03B9A0E90F4CE4140,31047,0101000020110F0000670C32F12AC661C1153D9C8D76345041,30208,>1m <=5m,ATBI DATABASE,,1446840277000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254395,3944837,35.616832,-83.711693,Little River-Crooked Creek,West Prong Little River,2133.705566,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840277000,GRSM,UNR,,2,,,Bote Mountain Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1134864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed,No,day,cert,ATBI
0101000020E610000001E8C5C37AEE54C0DCADFF4F92CD4140,31036,0101000020110F0000E2E57357F5C661C128808C7A04335041,30197,>1m <=5m,ATBI DATABASE,,1446840271000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253044,3943674,35.606021,-83.726239,Little River-Crooked Creek,,2783.006348,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840271000,GRSM,UNR,,8,,,Bote Mountain Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834364800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000029B48BED7EEE54C0C9FF05FE47CD4140,31035,0101000020110F000009209DE0F8C661C1B38850D8B6325041,30196,>1m <=5m,ATBI DATABASE,,1446840270000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253014,3943423,35.603753,-83.726493,Little River-Crooked Creek,,2752.750488,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840270000,GRSM,UNR,,6,,,Bote Mountain Trail,Finley Cane Trail Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834364800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000AA674B9AA2EF54C012875584E7CD4140,31022,0101000020110F0000273DCE98F0C761C13467107C5D335041,30183,>1m <=5m,ATBI DATABASE,,1446840263000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251416,3944008,35.608621,-83.744295,Little River-Crooked Creek,Sugar Cove Prong,1771.623779,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840263000,GRSM,UNR,,3,,,Finley Cane Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B143F509D2EF54C004B83419B6CD4140,31018,0101000020110F000081406CE218C861C1D00D67DC29335041,30179,>1m <=5m,ATBI DATABASE,,1446840261000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251149,3943848,35.607113,-83.747191,Little River-Crooked Creek,,1780.628906,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840261000,GRSM,UNR,,3,,,Crib Gap Trail,Turkeypen Ridge Trail Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F942036FF0EF54C023CB123582CD4140,31017,0101000020110F0000B702E0B232C861C1D514C2A7F3325041,30178,>1m <=5m,ATBI DATABASE,,1446840260000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250976,3943677,35.605529,-83.749046,Little River-Crooked Creek,,1842.603516,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840260000,GRSM,UNR,,4,,,Crib Gap Trail,Lr Pullout Parking @ Mp 5.991,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000009D2D651BA3EF54C074833D0705CE4140,31023,0101000020110F0000F36B7306F1C761C1EB7F36507C335041,30184,>1m <=5m,ATBI DATABASE,,1446840264000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251416,3944108,35.609522,-83.744326,Little River-Crooked Creek,Sugar Cove Prong,1745.473267,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840264000,GRSM,UNR,,6,,,Crib Gap Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000064B75018FEF54C049E42FEB0DCE4140,31025,0101000020110F0000D94101F4DFC761C12ED8C59985335041,30186,>1m <=5m,ATBI DATABASE,,1446840265000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251528,3944135,35.609793,-83.743099,Little River-Crooked Creek,,1753.358765,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840265000,GRSM,UNR,,6,,,Finley Cane Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834105600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000814F6F8370EF54C0ABF4515507CE4140,31026,0101000020110F000091C8580EC6C761C1E211A3B87E335041,30187,>1m <=5m,ATBI DATABASE,,1446840265000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251696,3944108,35.609592,-83.741238,Little River-Crooked Creek,,1749.223022,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840265000,GRSM,UNR,,6,,,Finley Cane Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000293BF1C033EE54C094CB2F2500CE4140,31041,0101000020110F00000A822A08B9C661C17A275A3677335041,30202,>1m <=5m,ATBI DATABASE,,1446840273000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253447,3944035,35.609373,-83.721905,Little River-Crooked Creek,,2690.130127,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840273000,GRSM,UNR,,1,,,Bote Mountain Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1134864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed,No,day,cert,ATBI
0101000020E61000009D67912527EE54C0A739138938CE4140,31044,0101000020110F0000FFF02753AEC661C12D90DC1EB2335041,30205,>1m <=5m,ATBI DATABASE,,1446840275000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253522,3944224,35.611093,-83.721135,Little River-Crooked Creek,,2737.469482,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840275000,GRSM,UNR,,5,,,Bote Mountain Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834364800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000006634487A9EF154C01483E892AFCF4140,30964,0101000020110F0000D6B66CEF9FC961C14EB02DF039355041,30125,>1m <=5m,ATBI DATABASE,,1446840230000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248651,3945631,35.622539,-83.775294,Abrams Creek Upper,Crooked Arm Branch,3530.170898,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840230000,GRSM,UNR,,7,,,Indian Grave Gap Trail,Cades Cove Loop Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000959EFB9B25F154C08CB6EF0078CF4140,30980,0101000020110F00008DC91E4839C961C18784D4E0FF345041,30141,>1m <=5m,ATBI DATABASE,,1446840239000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249314,3945424,35.620843,-83.767916,Abrams Creek Upper,Green Branch,3335.244629,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840239000,GRSM,UNR,,8,,,Indian Grave Gap Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1276646400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, , ,cert,General
0101000020E6100000F95577C72AF154C04E5B0EC11FCF4140,30975,0101000020110F00003BAF27AC3DC961C14EB665ADA3345041,30136,>1m <=5m,ATBI DATABASE,,1446840237000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249277,3945126,35.61815,-83.768232,Abrams Creek Upper,Green Branch,3294.132812,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840237000,GRSM,UNR,,10,,,Crooked Arm Ridge Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832809600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000005D3E27F75AF154C0F5DF9125B1CE4140,30967,0101000020110F0000B9A4DB9866C961C13FC6341F30345041,30128,>1m <=5m,ATBI DATABASE,,1446840232000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249000,3944759,35.614774,-83.771173,Abrams Creek Upper,,2848.361328,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840232000,GRSM,UNR,,6,,,Crooked Arm Ridge Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832809600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000089ED5EE97AF154C059AA15EACCCE4140,30966,0101000020110F00007FE59EBA81C961C1731D9B214D345041,30127,>1m <=5m,ATBI DATABASE,,1446840232000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248826,3944858,35.615622,-83.773123,Abrams Creek Upper,Crooked Arm Branch,2558.450195,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840232000,GRSM,UNR,,7,,,Crooked Arm Ridge Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899856000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CAC0DB653AF054C0D315B7D438CD4140,31013,0101000020110F0000D2D33E8471C861C1FFBF0702A7325041,30174,>1m <=5m,ATBI DATABASE,,1446840258000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250560,3943440,35.60329,-83.75356,Little River-Crooked Creek,,2016.484375,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840258000,GRSM,UNR,,7,,,Crib Gap Trail,Lc Pullout Parking @ Mp 6.348,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000008305793B97F054C00B60D43275CC4140,31003,0101000020110F00009E9E635CC0C861C112C246AADA315041,30164,>1m <=5m,ATBI DATABASE,,1446840252000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250028,3942792,35.59732,-83.759226,Abrams Creek Upper,,2939.265137,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840252000,GRSM,UNR,,7,,,Anthony Creek Trail,Laurel Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900547200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003389297A08F154C0EBBE29CDA2CC4140,30987,0101000020110F000095DB308A20C961C1B0E70D4C0A325041,30148,>1m <=5m,ATBI DATABASE,,1446840243000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249406,3942964,35.598711,-83.766138,Abrams Creek Upper,Abrams Creek,2091.404541,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840243000,GRSM,UNR,,7,,,Anthony Creek Trail,Anthony Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D7A690AF0DF154C05BD4C94742CC4140,30983,0101000020110F0000B877A6F624C961C105487F7BA5315041,30144,>1m <=5m,ATBI DATABASE,,1446840241000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249368,3942638,35.595766,-83.766456,Abrams Creek Upper,Cooper Branch,2142.952881,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840241000,GRSM,UNR,,7,,,Cades Cove Horse Trail,Anthony Creek Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000008158DE0468F254C04DA4138DDECD4140,30956,0101000020110F0000A122B91A4BCA61C134D75D1E54335041,30117,>1m <=5m,ATBI DATABASE,,1446840226000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247492,3944088,35.608347,-83.787595,Abrams Creek Upper,,1870.315308,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840226000,GRSM,UNR,,6,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
